product_id,upc,product_name,department,subcategory,brand,supplier_id,standard_cost,regular_price,tax_category,product_status,launch_date
SKU0000202,895280225393,Smart Outdoor Item 202,Sports,Outdoor,Greathome,SUP00016,297.36,507.12,Pharmacy Exempt,Seasonal,2023-01-04
SKU0000203,686240561366,Value Car Care Item 203,Automotive,Car Care,Northpeak,SUP00029,362.92,864.55,Pharmacy Exempt,Discontinued,
SKU0000204,786850777081,Premium Storage Item 204,Home,Storage,Valueplus,SUP00033,238.95,627.47,Taxable,Active,
SKU0000205,730475068319,Premium Accessories Item 205,Automotive,Accessories,Healthyyou,SUP00009,74.38,108.28,Food Exempt,Active,2019-12-31
SKU0000206,958271783556,Classic Women Item 206,Apparel,Women,Valueplus,SUP00031,299.49,548.65,Taxable,Active,2023-09-06
SKU0000207,298047513642,Premium Printing Item 207,Office,Printing,Healthyyou,SUP00067,279.18,541.74,Pharmacy Exempt,Seasonal,2019-01-16
SKU0000208,479248112408,Smart Tires Item 208,Automotive,Tires,Northpeak,SUP00036,123.53,145.43,Pharmacy Exempt,Active,
SKU0000209,821746183370,Classic Cosmetics Item 209,Health & Beauty,Cosmetics,Healthyyou,SUP_BAD,198.43,331.76,Pharmacy Exempt,Discontinued,
SKU0000210,698479199113,Premium Bedding Item 210,Home,Bedding,Healthyyou,SUP00048,97.44,129.37,Food Exempt,Discontinued,2023-05-01
SKU0000211,732225974440,Smart Stationery Item 211,Office,Stationery,Greathome,SUP00014,244.77,512.1,Food Exempt,Active,
SKU0000212,916771101777,Family Dairy Item 212,Grocery,Dairy,Techline,SUP00028,251.54,417.54,Taxable,Active,2022-12-27
SKU0000213,616827293000,Premium Printing Item 213,Office,Printing,Freshway,SUP00042,422.84,1021.27,Pharmacy Exempt,Active,
SKU0000214,846733081793,Classic Car Care Item 214,Automotive,Car Care,Techline,SUP00017,316.87,491.09,Pharmacy Exempt,Active,2020-02-10
SKU0000215,107337890419,Value Cycling Item 215,Sports,Cycling,Valueplus,SUP00074,386.72,872.8,Taxable,Discontinued,
SKU0000216,277511888599,Value Fitness Item 216,Sports,Fitness,Valueplus,SUP00006,292.62,601.59,Pharmacy Exempt,Active,
SKU0000217,568888695198,Value Tires Item 217,Automotive,Tires,Greathome,SUP00038,256.51,513.46,Food Exempt,Active,
SKU0000218,333473046895,Premium Tires Item 218,Automotive,Tires,Urbanbasics,SUP00008,336.59,388.94,Taxable,Active,
SKU0000219,677390959578,Classic Accessories Item 219,Electronics,Accessories,Greathome,SUP00037,388.26,802.89,Pharmacy Exempt,Active,2023-12-03
SKU0000220,752320159916,Classic Car Care Item 220,Automotive,Car Care,Greathome,SUP00003,243.05,383.12,Taxable,Active,
SKU0000221,226989578296,Value Accessories Item 221,Automotive,Accessories,Urbanbasics,SUP00064,317.99,426.23,Food Exempt,Discontinued,
SKU0000222,297689283815,Value Car Care Item 222,Automotive,Car Care,Northpeak,SUP00071,207.19,504.98,Taxable,Discontinued,
SKU0000223,348849914068,Everyday Printing Item 223,Office,Printing,Freshway,SUP00021,448.35,908.65,Taxable,Seasonal,
SKU0000224,669252836715,Smart Audio Item 224,Electronics,Audio,Valueplus,SUP00032,181.56,281.48,Pharmacy Exempt,Discontinued,
SKU0000225,344097167246,Family Women Item 225,Apparel,Women,Freshway,SUP00029,392.34,458.74,Pharmacy Exempt,Active,
SKU0000226,979687063407,Everyday Pharmacy Item 226,Health & Beauty,Pharmacy,Freshway,SUP00046,101.49,212.68,Taxable,Seasonal,2019-12-27
SKU0000227,100020871131,Classic Kids Item 227,Apparel,Kids,Techline,SUP00062,171.66,226.59,Taxable,Seasonal,
SKU0000228,220854702013,Premium Cosmetics Item 228,Health & Beauty,Cosmetics,Valueplus,SUP00045,163.86,374.33,Taxable,Discontinued,2019-05-02
SKU0000229,797469342625,Classic Accessories Item 229,Electronics,Accessories,Urbanbasics,SUP00024,417.86,905.99,Taxable,Active,
SKU0000230,146390307922,Family Stationery Item 230,Office,Stationery,Healthyyou,SUP00023,204.28,541.24,Food Exempt,Seasonal,
SKU0000231,422724669103,Value Cycling Item 231,Sports,Cycling,Urbanbasics,SUP00030,168.96,328.79,Pharmacy Exempt,Active,
SKU0000232,666461427062,Premium Tires Item 232,Automotive,Tires,Techline,SUP00005,398.61,461.17,Food Exempt,Seasonal,
SKU0000233,374469881026,Smart Pharmacy Item 233,Health & Beauty,Pharmacy,Greathome,SUP00012,315.26,741.96,Food Exempt,Seasonal,
SKU0000234,678691676675,Classic Wellness Item 234,Health & Beauty,Wellness,Valueplus,SUP00011,242.63,534.08,Taxable,Active,2026-05-20
SKU0000235,322834381734,Premium Dairy Item 235,Grocery,Dairy,Valueplus,SUP00007,178.65,234.88,Taxable,Seasonal,
SKU0000236,753413647146,Everyday Storage Item 236,Home,Storage,Freshway,SUP00035,64.05,70.14,Taxable,Active,2021-05-11
SKU0000237,444302334706,Value Outdoor Item 237,Sports,Outdoor,Healthyyou,SUP00034,380.53,892.35,Food Exempt,Discontinued,2018-01-19
SKU0000238,709296838289,Value Men Item 238,Apparel,Men,Urbanbasics,SUP00049,263.73,682.92,Pharmacy Exempt,Seasonal,2025-04-16
SKU0000239,400577019148,Family Kids Item 239,Apparel,Kids,Valueplus,SUP00004,123.88,211.81,Taxable,Active,
SKU0000240,411019653756,Smart Personal Care Item 240,Health & Beauty,Personal Care,Techline,SUP00069,282.05,439.36,Taxable,Discontinued,
SKU0000241,436981565712,Smart Cosmetics Item 241,Health & Beauty,Cosmetics,Greathome,SUP00032,33.71,,Taxable,Active,
SKU0000242,530396838456,Smart Women Item 242,Apparel,Women,Valueplus,SUP00050,4.84,12.72,Pharmacy Exempt,Active,
SKU0000243,783344678202,Everyday Pantry Item 243,Grocery,Pantry,Greathome,SUP00030,91.29,136.35,Food Exempt,Active,2023-04-29
SKU0000244,393857211024,Premium Women Item 244,Apparel,Women,Freshway,SUP00073,284.65,434.65,Taxable,Seasonal,
SKU0000245,454769708267,Value Frozen Item 245,Grocery,Frozen,Techline,SUP00013,305.79,378.16,Taxable,Discontinued,
SKU0000246,140635925296,Everyday Printing Item 246,Office,Printing,Freshway,SUP00023,109.33,188.87,Food Exempt,Discontinued,2023-03-25
SKU0000247,428955576630,Family Accessories Item 247,Electronics,Accessories,Valueplus,SUP00022,314.81,423.85,Taxable,Seasonal,
SKU0000248,829332208205,Family Car Care Item 248,Automotive,Car Care,Greathome,SUP00031,284.1,411.14,Food Exempt,Seasonal,2023-07-08
SKU0000249,280458484169,Premium Shoes Item 249,Apparel,Shoes,Techline,SUP00054,40.42,104.5,Taxable,Seasonal,2025-01-19
SKU0000250,271797275618,Family Pharmacy Item 250,Health & Beauty,Pharmacy,Urbanbasics,SUP00027,,328.34,Taxable,Discontinued,2020-05-12
SKU0000251,397056659691,Family Cycling Item 251,Sports,Cycling,Urbanbasics,SUP00067,301.63,380.38,Food Exempt,Active,
SKU0000252,954317706101,Everyday Men Item 252,Apparel,Men,Urbanbasics,SUP00045,36.31,64.86,Taxable,Seasonal,
SKU0000253,966805474510,Smart Accessories Item 253,Electronics,Accessories,Techline,SUP00059,348.46,779.26,Taxable,Active,2025-03-09
SKU0000254,379823590826,Smart Women Item 254,Apparel,Women,Greathome,SUP00020,188.76,285.81,Food Exempt,Active,2023-01-28
SKU0000255,121338130267,Classic Fitness Item 255,Sports,Fitness,Healthyyou,SUP00049,204.44,483.13,Food Exempt,Discontinued,
SKU0000256,384228032853,Premium Bedding Item 256,Home,Bedding,Healthyyou,SUP00028,252.64,580.4,Pharmacy Exempt,Seasonal,
SKU0000257,127550964005,Everyday Printing Item 257,Office,Printing,Techline,SUP00034,348.92,789.3,Food Exempt,Seasonal,2022-06-01
SKU0000258,119935214673,Family Men Item 258,Apparel,Men,Freshway,SUP00074,92.38,170.31,Pharmacy Exempt,Active,2020-09-15
SKU0000259,140255228979,Family Storage Item 259,Home,Storage,Northpeak,SUP00004,22.79,31.0,Food Exempt,Active,2023-03-28
SKU0000260,623218072670,Everyday Fitness Item 260,Sports,Fitness,Healthyyou,SUP00050,244.03,305.67,Pharmacy Exempt,Active,
SKU0000261,924871154713,Everyday Fitness Item 261,Sports,Fitness,Northpeak,SUP00070,241.76,315.85,Pharmacy Exempt,Discontinued,
SKU0000262,538252071001,Classic Stationery Item 262,Office,Stationery,Greathome,SUP00047,73.17,103.67,Food Exempt,Discontinued,
SKU0000263,403589002350,Classic Stationery Item 263,Office,Stationery,Freshway,SUP00026,46.66,99.4,Taxable,Discontinued,
SKU0000264,543721740522,Smart Kids Item 264,Apparel,Kids,Techline,SUP00001,102.47,125.8,Taxable,Seasonal,2018-08-07
SKU0000265,622099514460,Classic Kitchen Item 265,Home,Kitchen,Urbanbasics,SUP00015,174.54,215.52,Taxable,Active,2024-04-05
SKU0000266,962706250633,Classic Fitness Item 266,Sports,Fitness,Greathome,SUP00007,99.84,238.34,Pharmacy Exempt,Seasonal,
SKU0000267,358201170506,Everyday Stationery Item 267,Office,Stationery,Healthyyou,SUP00050,53.94,85.77,Food Exempt,Active,
SKU0000268,867611002111,Value Shoes Item 268,Apparel,Shoes,Techline,SUP00054,374.94,431.07,Food Exempt,Active,2025-01-19
SKU0000269,881224384180,Everyday Car Care Item 269,Automotive,Car Care,Techline,SUP00054,126.78,197.54,Food Exempt,Active,
SKU0000270,308318295965,Classic Kitchen Item 270,Home,Kitchen,Urbanbasics,SUP00051,157.3,302.32,Taxable,Seasonal,2020-08-02
SKU0000271,794224705320,Premium Pharmacy Item 271,Health & Beauty,Pharmacy,Greathome,SUP00015,406.41,861.62,Pharmacy Exempt,Active,2021-08-23
SKU0000272,342665987682,Smart Audio Item 272,Electronics,Audio,Northpeak,SUP00047,43.87,93.35,Pharmacy Exempt,Seasonal,
SKU0000273,412041391680,Family Storage Item 273,Home,Storage,Valueplus,SUP00024,177.5,326.38,Taxable,Active,2025-04-27
SKU0000274,251881475724,Everyday Tires Item 274,Automotive,Tires,Healthyyou,SUP00022,36.36,58.67,Food Exempt,Active,
SKU0000275,492361214987,Premium Personal Care Item 275,Health & Beauty,Personal Care,Greathome,SUP00005,419.98,964.64,Pharmacy Exempt,Active,
SKU0000276,537176668896,Smart Pantry Item 276,Grocery,Pantry,Techline,SUP00073,367.69,418.45,Taxable,Seasonal,
SKU0000277,182398789872,Smart Men Item 277,Apparel,Men,Freshway,SUP00066,107.46,244.44,Pharmacy Exempt,Discontinued,
SKU0000278,417846732514,Classic Tires Item 278,Automotive,Tires,Urbanbasics,SUP00017,371.25,597.37,Food Exempt,Active,2021-08-23
SKU0000279,310693707720,Everyday Shoes Item 279,Apparel,Shoes,Freshway,SUP00014,306.18,648.89,Taxable,Discontinued,
SKU0000280,543468975415,Value Printing Item 280,Office,Printing,Techline,SUP00012,53.06,59.18,Pharmacy Exempt,Active,2018-02-16
SKU0000281,599406867725,Premium Fitness Item 281,Sports,Fitness,Northpeak,SUP00014,314.05,780.39,Taxable,Discontinued,2022-03-01
SKU0000282,776168675022,Family Car Care Item 282,Automotive,Car Care,Valueplus,SUP00011,424.41,558.61,Taxable,Active,2019-10-05
SKU0000283,558465832612,Everyday Kids Item 283,Apparel,Kids,Greathome,SUP00043,372.27,540.31,Food Exempt,Discontinued,
SKU0000284,963726717382,Value Storage Item 284,Home,Storage,Healthyyou,SUP00024,208.44,389.78,Taxable,Active,2023-03-08
SKU0000285,969317630502,Smart School Supplies Item 285,Office,School Supplies,Healthyyou,SUP00056,147.22,381.71,Taxable,Discontinued,
SKU0000286,654144155436,Family Kitchen Item 286,Home,Kitchen,Northpeak,SUP00018,292.43,579.21,Taxable,Discontinued,
SKU0000287,866219860092,Premium Printing Item 287,Office,Printing,Valueplus,SUP00048,92.38,200.59,Pharmacy Exempt,Seasonal,
SKU0000288,792585983992,Value Storage Item 288,Home,Storage,Urbanbasics,SUP00029,141.23,292.4,Taxable,Active,
SKU0000289,453106373602,Everyday Fitness Item 289,Sports,Fitness,Healthyyou,SUP00024,406.88,942.08,Taxable,Seasonal,2021-04-27
SKU0000290,717416516863,Value Tires Item 290,Automotive,Tires,Urbanbasics,SUP00018,68.11,106.66,Food Exempt,Active,2021-01-25
SKU0000291,146609440077,Value Decor Item 291,Home,Decor,Techline,SUP00072,210.18,370.09,Food Exempt,Discontinued,
SKU0000292,281764579292,Everyday Cosmetics Item 292,Health & Beauty,Cosmetics,Valueplus,SUP00047,74.77,119.04,Pharmacy Exempt,Active,2018-12-04
SKU0000293,725650257621,Classic Kitchen Item 293,Home,Kitchen,Greathome,SUP00005,376.82,786.6,Taxable,Seasonal,
SKU0000294,763832843530,Premium Pantry Item 294,Grocery,Pantry,Healthyyou,SUP00075,89.25,170.43,Pharmacy Exempt,Active,2024-05-16
SKU0000295,960060142804,Smart Tires Item 295,Automotive,Tires,Techline,SUP00056,146.27,326.51,Food Exempt,Active,2024-04-04
SKU0000296,618528271500,Family Fitness Item 296,Sports,Fitness,Valueplus,SUP00066,266.73,377.31,Taxable,Discontinued,
SKU0000297,301623293477,Everyday Stationery Item 297,Office,Stationery,Greathome,SUP00055,164.21,250.67,Pharmacy Exempt,Active,
SKU0000298,915124193774,Classic Audio Item 298,Electronics,Audio,Freshway,SUP00057,146.8,287.32,Taxable,Active,
SKU0000299,354635814266,Premium Cosmetics Item 299,Health & Beauty,Cosmetics,Valueplus,SUP00045,19.56,27.89,Taxable,Active,2023-06-19
SKU0000300,695207507389,Premium Kitchen Item 300,Home,Kitchen,Urbanbasics,SUP00071,390.62,604.68,Pharmacy Exempt,Active,2023-11-11
SKU0000301,688443695562,Smart Cosmetics Item 301,Health & Beauty,Cosmetics,Techline,SUP00052,111.44,143.85,Pharmacy Exempt,Active,2023-02-27
SKU0000302,340333806360,Everyday Car Care Item 302,Automotive,Car Care,Urbanbasics,SUP00063,7.36,8.3,Taxable,Discontinued,2025-07-22
SKU0000303,738956698399,Premium School Supplies Item 303,Office,School Supplies,Northpeak,SUP00072,129.08,283.37,Food Exempt,Active,2024-01-16
SKU0000304,218081140266,Everyday Decor Item 304,Home,Decor,Greathome,SUP00003,335.09,586.29,Taxable,Active,
SKU0000305,803184839269,Premium Cycling Item 305,Sports,Cycling,Techline,SUP00041,356.84,416.71,Taxable,Discontinued,2025-09-12
SKU0000306,235938992874,Smart Accessories Item 306,Electronics,Accessories,Urbanbasics,SUP00011,236.41,555.51,Food Exempt,Seasonal,
SKU0000307,220439006451,Premium Cycling Item 307,Sports,Cycling,Techline,SUP00008,222.47,293.76,Pharmacy Exempt,Active,2020-03-11
SKU0000308,606397887278,Premium Men Item 308,Apparel,Men,Northpeak,SUP00063,212.19,497.51,Taxable,Active,2021-09-07
SKU0000309,169429875673,Premium Bedding Item 309,Home,Bedding,Northpeak,SUP00038,203.55,420.75,Taxable,Seasonal,2020-06-11
SKU0000310,489112566141,Value Kids Item 310,Apparel,Kids,Techline,SUP00017,107.07,278.57,Taxable,Active,
SKU0000311,143855971294,Everyday Kitchen Item 311,Home,Kitchen,Valueplus,SUP00002,134.34,205.5,Taxable,Active,
SKU0000312,368071845375,Value Men Item 312,Apparel,Men,Valueplus,SUP00063,199.42,340.27,Pharmacy Exempt,Discontinued,
SKU0000313,589924676006,Everyday Gaming Item 313,Electronics,Gaming,Healthyyou,SUP00051,31.59,77.02,Taxable,Active,
SKU0000314,933180267606,Family Stationery Item 314,Office,Stationery,Techline,SUP00004,45.88,53.34,Taxable,Discontinued,
SKU0000315,803893985315,Smart Pharmacy Item 315,Health & Beauty,Pharmacy,Valueplus,SUP00028,197.72,481.09,Food Exempt,Discontinued,2020-10-05
SKU0000316,638060858863,Family Produce Item 316,Grocery,Produce,Northpeak,SUP00014,395.15,483.36,Taxable,Active,
SKU0000317,787385337374,Everyday Outdoor Item 317,Sports,Outdoor,Northpeak,SUP00009,72.82,95.59,Taxable,Active,
SKU0000318,467886159575,Classic Car Care Item 318,Automotive,Car Care,Northpeak,SUP00023,81.19,93.25,Taxable,Seasonal,
SKU0000319,623181779404,Classic Fitness Item 319,Sports,Fitness,Techline,SUP00057,442.3,547.3,Food Exempt,Active,2021-04-05
SKU0000320,492096490674,Family Audio Item 320,Electronics,Audio,Freshway,SUP00046,21.42,56.1,Food Exempt,Seasonal,2019-03-12
SKU0000321,852464080048,Everyday Cosmetics Item 321,Health & Beauty,Cosmetics,Valueplus,SUP00070,138.64,309.9,Taxable,Discontinued,
SKU0000322,902777023990,Premium Accessories Item 322,Electronics,Accessories,Northpeak,SUP00053,319.73,836.44,Pharmacy Exempt,Active,
SKU0000323,505202649845,Everyday Accessories Item 323,Electronics,Accessories,Valueplus,SUP00057,295.42,325.52,Taxable,Seasonal,
SKU0000324,727334239901,Smart Kids Item 324,Apparel,Kids,Freshway,SUP00055,105.33,268.84,Taxable,Active,2023-10-27
SKU0000325,207105265395,Family School Supplies Item 325,Office,School Supplies,Healthyyou,SUP00013,248.11,537.91,Taxable,Discontinued,2024-03-05
SKU0000326,393369910595,Family Men Item 326,Apparel,Men,Valueplus,SUP00042,137.56,255.75,Taxable,Seasonal,2020-04-20
SKU0000327,278542794901,Family Accessories Item 327,Automotive,Accessories,Healthyyou,SUP00002,338.13,806.92,Pharmacy Exempt,Discontinued,
SKU0000328,209503024897,Value Personal Care Item 328,Health & Beauty,Personal Care,Urbanbasics,SUP00024,337.06,827.24,Food Exempt,Active,
SKU0000329,626886507853,Everyday Fitness Item 329,Sports,Fitness,Techline,SUP00033,327.16,869.2,Pharmacy Exempt,Discontinued,
SKU0000330,653853169057,Premium Shoes Item 330,Apparel,Shoes,Valueplus,SUP00073,15.02,19.0,Pharmacy Exempt,Active,
SKU0000331,840594233777,Everyday Men Item 331,Apparel,Men,Greathome,SUP00044,88.32,206.99,Pharmacy Exempt,Seasonal,
SKU0000332,365688754166,Premium Women Item 332,Apparel,Women,Techline,SUP00048,239.1,461.54,Pharmacy Exempt,Discontinued,2022-12-01
SKU0000333,855488252540,Smart Decor Item 333,Home,Decor,Greathome,SUP00055,95.21,205.47,Taxable,Discontinued,
SKU0000334,375480377081,Value Shoes Item 334,Apparel,Shoes,Northpeak,SUP00050,301.52,472.46,Taxable,Active,2026-05-13
SKU0000335,221189375277,Everyday Men Item 335,Apparel,Men,Urbanbasics,SUP00017,219.15,437.19,Taxable,Active,2021-11-29
SKU0000336,252011185748,Premium Outdoor Item 336,Sports,Outdoor,Valueplus,SUP00036,299.87,505.2,Pharmacy Exempt,Active,
SKU0000337,777314209989,Everyday Cosmetics Item 337,Health & Beauty,Cosmetics,Urbanbasics,SUP00065,284.73,678.01,Taxable,Active,2022-08-11
SKU0000338,586238344787,Value Pharmacy Item 338,Health & Beauty,Pharmacy,Northpeak,SUP00066,401.18,705.63,Food Exempt,Discontinued,
SKU0000339,768199967092,Classic Outdoor Item 339,Sports,Outdoor,Techline,SUP00022,57.59,73.79,Taxable,Active,2019-05-14
SKU0000340,917711193586,Classic Fitness Item 340,Sports,Fitness,Healthyyou,SUP00031,378.2,674.52,Food Exempt,Seasonal,2024-09-29
SKU0000341,271838051971,Value Pharmacy Item 341,Health & Beauty,Pharmacy,Urbanbasics,SUP00005,87.1,208.79,Food Exempt,Active,
SKU0000342,184323529651,Everyday Accessories Item 342,Electronics,Accessories,Greathome,SUP00013,82.02,194.4,Taxable,Active,2020-10-01
SKU0000343,112645134446,Value Car Care Item 343,Automotive,Car Care,Techline,SUP00069,368.75,440.04,Food Exempt,Seasonal,
SKU0000344,551554940309,Smart Men Item 344,Apparel,Men,Techline,SUP00001,27.79,43.43,Taxable,Active,2021-08-10
SKU0000345,296769722789,Value Printing Item 345,Office,Printing,Healthyyou,SUP00048,226.96,322.74,Taxable,Seasonal,2023-01-10
SKU0000346,624270246360,Value Pantry Item 346,Grocery,Pantry,Valueplus,SUP00004,146.73,254.59,Food Exempt,Discontinued,2025-03-19
SKU0000347,462401495092,Smart Stationery Item 347,Office,Stationery,Urbanbasics,SUP00035,111.96,261.01,Taxable,Active,2024-09-22
SKU0000348,903828861739,Value Men Item 348,Apparel,Men,Techline,SUP00025,200.44,465.11,Food Exempt,Discontinued,
SKU0000349,168105923655,Classic Gaming Item 349,Electronics,Gaming,Valueplus,SUP00065,36.61,87.84,Pharmacy Exempt,Active,
SKU0000350,636433711240,Value Fitness Item 350,Sports,Fitness,Healthyyou,SUP00073,69.66,94.95,Taxable,Active,2022-09-25
SKU0000351,863015640612,Everyday Cycling Item 351,Sports,Cycling,Techline,SUP00054,8.91,11.23,Pharmacy Exempt,Discontinued,2021-12-15
SKU0000352,670357103877,Family Computers Item 352,Electronics,Computers,Greathome,SUP00041,361.58,819.41,Food Exempt,Seasonal,2022-01-22
SKU0000353,489550593780,Everyday Audio Item 353,Electronics,Audio,Northpeak,SUP00003,19.05,41.39,Food Exempt,Active,2024-05-22
SKU0000354,279059417832,Classic Car Care Item 354,Automotive,Car Care,Greathome,SUP00029,237.3,440.41,Taxable,Seasonal,
SKU0000355,750111060497,Smart Dairy Item 355,Grocery,Dairy,Freshway,SUP00059,409.78,942.53,Food Exempt,Seasonal,2021-02-03
SKU0000356,355848411493,Everyday School Supplies Item 356,Office,School Supplies,Techline,SUP00014,200.54,327.8,Food Exempt,Discontinued,
SKU0000357,709417894710,Family Pantry Item 357,Grocery,Pantry,Healthyyou,SUP00039,394.13,808.29,Food Exempt,Active,
SKU0000358,841056318846,Classic Outdoor Item 358,Sports,Outdoor,Valueplus,SUP00067,248.43,402.63,Taxable,Seasonal,
SKU0000359,426551723231,Classic Tires Item 359,Automotive,Tires,Freshway,SUP00053,363.67,508.18,Taxable,Seasonal,2025-05-12
SKU0000360,135763961804,Premium Printing Item 360,Office,Printing,Techline,SUP00035,186.55,419.16,Taxable,Discontinued,
SKU0000361,935183992530,Premium Shoes Item 361,Apparel,Shoes,Techline,SUP00011,126.26,227.24,Taxable,Discontinued,
SKU0000362,730343999721,Everyday School Supplies Item 362,Office,School Supplies,Northpeak,SUP00038,255.42,580.18,Taxable,Active,2025-08-11
SKU0000363,803755139592,Classic Printing Item 363,Office,Printing,Northpeak,SUP00068,253.64,644.09,Taxable,Active,2020-03-22
SKU0000364,377469591455,Premium Pantry Item 364,Grocery,Pantry,Urbanbasics,SUP00052,29.39,60.14,Pharmacy Exempt,Active,2022-09-01
SKU0000365,594944126469,Family Accessories Item 365,Electronics,Accessories,Freshway,SUP00048,111.25,256.04,Taxable,Discontinued,
SKU0000366,591859781075,Smart Accessories Item 366,Automotive,Accessories,Techline,SUP00058,206.14,463.8,Taxable,Active,
SKU0000367,881947341509,Classic Cycling Item 367,Sports,Cycling,Freshway,SUP00020,337.35,727.13,Taxable,Active,2019-05-04
SKU0000368,380462344674,Everyday Storage Item 368,Home,Storage,Techline,SUP00060,62.29,159.98,Food Exempt,Active,
SKU0000369,409199714491,Premium Stationery Item 369,Office,Stationery,Northpeak,SUP00053,161.5,222.99,Taxable,Active,
SKU0000370,699621685603,Classic Personal Care Item 370,Health & Beauty,Personal Care,Techline,SUP00030,19.48,47.03,Taxable,Discontinued,2024-06-14
SKU0000371,718596992634,Value Fitness Item 371,Sports,Fitness,Techline,SUP00011,205.93,488.92,Pharmacy Exempt,Seasonal,
SKU0000372,506468589915,Value Outdoor Item 372,Sports,Outdoor,Northpeak,SUP00063,115.16,184.18,Taxable,Active,2025-03-11
SKU0000373,244387507814,Smart Kitchen Item 373,Home,Kitchen,Techline,SUP00071,85.39,180.92,Pharmacy Exempt,Active,2019-07-25
SKU0000374,135538140833,Value Decor Item 374,Home,Decor,Healthyyou,SUP00043,347.6,798.12,Pharmacy Exempt,Discontinued,2023-12-12
SKU0000375,484034856754,Smart Cycling Item 375,Sports,Cycling,Northpeak,SUP00044,220.19,491.34,Food Exempt,Discontinued,
SKU0000376,599239160285,Classic Kitchen Item 376,Home,Kitchen,Northpeak,SUP00053,404.75,438.3,Taxable,Active,2021-01-23
SKU0000377,212189266418,Value Kids Item 377,Apparel,Kids,Urbanbasics,SUP00005,60.68,104.96,Taxable,Active,
SKU0000378,707554565527,Value Accessories Item 378,Automotive,Accessories,Techline,SUP00071,297.58,490.3,Pharmacy Exempt,Active,2022-10-10
SKU0000379,417429447250,Smart Stationery Item 379,Office,Stationery,Urbanbasics,SUP00021,257.74,572.14,Food Exempt,Active,2026-05-11
SKU0000380,857409520991,Everyday Storage Item 380,Home,Storage,Techline,SUP00014,156.58,321.76,Taxable,Discontinued,2019-02-17
SKU0000381,561784370100,Classic Beverages Item 381,Grocery,Beverages,Freshway,SUP00026,372.51,958.36,Taxable,Seasonal,2020-05-02
SKU0000382,530318571583,Classic Car Care Item 382,Automotive,Car Care,Freshway,SUP00038,356.17,956.23,Food Exempt,Seasonal,
SKU0000383,453803231507,Family Cycling Item 383,Sports,Cycling,Freshway,SUP00050,266.15,502.89,Food Exempt,Seasonal,2024-03-06
SKU0000384,612485271858,Premium Bedding Item 384,Home,Bedding,Greathome,SUP00067,326.41,492.81,Pharmacy Exempt,Active,2023-06-21
SKU0000385,561939810431,Classic Produce Item 385,Grocery,Produce,Urbanbasics,SUP00018,46.36,61.66,Taxable,Active,2020-05-18
SKU0000386,458746833533,Everyday Cosmetics Item 386,Health & Beauty,Cosmetics,Northpeak,SUP00006,350.7,722.33,Food Exempt,Active,
SKU0000387,448700040059,Family Printing Item 387,Office,Printing,Freshway,SUP00070,38.23,99.52,Taxable,Active,2025-03-05
SKU0000388,878942756823,Premium Frozen Item 388,Grocery,Frozen,Greathome,SUP00012,288.63,600.62,Food Exempt,Active,2024-04-23
SKU0000389,622713782873,Classic Men Item 389,Apparel,Men,Freshway,SUP00005,406.6,811.46,Taxable,Active,
SKU0000390,241528199481,Premium Dairy Item 390,Grocery,Dairy,Techline,SUP00065,138.38,249.82,Taxable,Active,
SKU0000391,939200425968,Value Audio Item 391,Electronics,Audio,Urbanbasics,SUP00060,61.17,144.03,Food Exempt,Active,2025-08-29
SKU0000392,286990428811,Classic Stationery Item 392,Office,Stationery,Healthyyou,SUP00016,414.06,469.03,Pharmacy Exempt,Seasonal,2020-10-01
SKU0000393,710712778971,Classic Tires Item 393,Automotive,Tires,Techline,SUP00032,424.18,485.09,Pharmacy Exempt,Active,2026-01-28
SKU0000394,800372656693,Classic Fitness Item 394,Sports,Fitness,Urbanbasics,SUP00005,375.68,889.1,Pharmacy Exempt,Discontinued,
SKU0000395,466102217394,Premium Cycling Item 395,Sports,Cycling,Freshway,SUP00026,236.37,291.63,Taxable,Discontinued,2024-07-17
SKU0000396,428291844066,Family Audio Item 396,Electronics,Audio,Northpeak,SUP00062,253.85,321.57,Taxable,Active,
SKU0000397,382039215345,Smart Stationery Item 397,Office,Stationery,Urbanbasics,SUP00002,369.74,975.3,Taxable,Active,
SKU0000398,442945146020,Premium Women Item 398,Apparel,Women,Techline,SUP00034,422.55,551.87,Taxable,Active,2024-10-15
SKU0000399,750451041118,Everyday Stationery Item 399,Office,Stationery,Healthyyou,SUP00037,278.96,717.19,Pharmacy Exempt,Seasonal,
SKU0000400,969935515850,Premium Shoes Item 400,Apparel,Shoes,Healthyyou,SUP00019,187.21,235.65,Taxable,Discontinued,2019-01-04
SKU0000401,573998109634,Everyday Personal Care Item 401,Health & Beauty,Personal Care,Healthyyou,SUP00036,362.0,549.69,Taxable,Seasonal,2018-05-13
SKU0000402,241659750260,Value Fitness Item 402,Sports,Fitness,Valueplus,SUP00057,200.52,369.82,Taxable,Discontinued,
SKU0000403,936767386984,Everyday Tires Item 403,Automotive,Tires,Healthyyou,SUP00052,178.62,354.83,Taxable,Active,
SKU0000404,550581319666,Family Shoes Item 404,Apparel,Shoes,Northpeak,SUP00054,32.35,78.05,Food Exempt,Seasonal,
