product_id,product_name,category,subcategory,brand,supplier_id,standard_cost,list_price,unit_weight_lbs,hazmat_flag,temperature_controlled_flag,launch_date,product_status
SKU0000218,Pro Furniture Item 218,Home,Furniture,Northline,SUP00009,117.62,146.44,45.095,True,False,2024-01-29,Discontinued
SKU0000219,Essential Wellness Item 219,Health,Personal Care,Everpeak,SUP00035,116.78,223.88,64.257,False,False,2023-07-08,Active
SKU0000220,Essential Computing Item 220,Electronics,Accessories,Northline,SUP00087,259.0,350.04,50.897,False,False,,Discontinued
SKU0000221,Classic Computing Item 221,Electronics,Computing,Everpeak,SUP00026,107.28,174.43,61.155,True,False,2022-10-29,Active
SKU0000222,Compact Snack Item 222,Grocery,Snack,Everpeak,SUP00064,5.74,12.94,55.559,False,False,,Active
SKU0000223,Ultra Printing Item 223,Office,Desk Setup,Cobalt,SUP00055,257.93,647.0,20.934,False,False,2020-02-12,Discontinued
SKU0000224,Eco Organization Item 224,Office,Organization,Cobalt,SUP00070,164.88,279.67,33.536,False,True,2025-06-08,Seasonal
SKU0000225,Premium Frozen Item 225,Grocery,Beverage,Nimbus,SUP00092,181.19,252.02,73.3,False,False,,Discontinued
SKU0000226,Premium Lighting Item 226,Home,Lighting,Nimbus,SUP00001,4.13,9.78,19.61,True,True,2024-10-03,Discontinued
SKU0000227,Premium Outerwear Item 227,Apparel,Fitness,Everpeak,SUP00116,248.23,427.03,10.467,True,False,2021-12-11,Discontinued
SKU0000228,Essential Accessories Item 228,Electronics,Computing,Northline,SUP00052,290.95,417.29,13.662,False,False,2024-12-02,Seasonal
SKU0000229,Eco Frozen Item 229,Grocery,Pantry,Everpeak,SUP00069,279.32,715.95,17.111,True,False,2025-03-17,Active
SKU0000230,Premium Lighting Item 230,Home,Lighting,Nimbus,SUP00071,150.83,300.89,19.525,False,False,,Active
SKU0000231,Eco Kitchen Item 231,Home,Furniture,Aster,SUP00087,120.81,228.8,13.292,False,False,2020-11-03,Active
SKU0000232,Compact Computing Item 232,Electronics,Smart Home,Everpeak,SUP00110,45.32,86.71,2.466,False,True,,Discontinued
SKU0000233,Classic Footwear Item 233,Apparel,Basics,Everpeak,SUP00087,14.4,38.97,24.576,False,False,,Seasonal
SKU0000234,Ultra Accessories Item 234,Electronics,Accessories,Solace,SUP00065,86.53,219.91,63.867,False,True,2021-06-02,Discontinued
SKU0000235,Eco Personal Care Item 235,Health,Wellness,Everpeak,SUP00025,137.88,298.76,19.339,False,False,,Active
SKU0000236,Compact Smart Home Item 236,Electronics,Audio,Solace,SUP00098,88.7,166.31,68.558,False,False,2021-09-26,Active
SKU0000237,Classic Smart Home Item 237,Electronics,Computing,Aster,SUP00097,291.01,754.15,67.978,False,False,,Seasonal
SKU0000238,Eco Smart Home Item 238,Electronics,Accessories,Aster,SUP00072,287.68,476.95,20.621,False,True,2020-03-01,Seasonal
SKU0000239,Eco Wellness Item 239,Health,Medical Supplies,Everpeak,SUP00064,85.21,185.36,29.625,False,False,,Active
SKU0000240,Ultra Footwear Item 240,Apparel,Basics,Nimbus,SUP00116,276.39,588.36,62.008,False,True,2020-12-05,Seasonal
SKU0000241,Premium Fitness Item 241,Apparel,Outerwear,Aster,SUP00075,7.28,19.44,11.566,False,False,,Active
SKU0000242,Ultra Kitchen Item 242,Home,Kitchen,Everpeak,SUP00050,189.15,432.64,32.004,True,False,2024-06-05,Seasonal
SKU0000243,Pro Organization Item 243,Office,Stationery,Cobalt,SUP00113,89.34,197.71,27.696,True,False,,Active
SKU0000244,Pro Wellness Item 244,Health,Medical Supplies,Cobalt,SUP00074,61.2,143.99,21.222,True,False,2024-07-27,Active
SKU0000245,Pro Storage Item 245,Home,Lighting,Everpeak,SUP00011,209.38,389.54,59.445,False,False,,Active
SKU0000246,Classic Footwear Item 246,Apparel,Footwear,Northline,SUP00088,22.56,31.38,23.454,False,False,2021-06-09,Seasonal
SKU0000247,Eco Lighting Item 247,Home,Furniture,Everpeak,SUP00101,217.13,442.86,8.564,False,True,,Active
SKU0000248,Ultra Furniture Item 248,Home,Lighting,Cobalt,SUP00066,76.11,116.15,34.769,False,False,2023-07-15,Seasonal
SKU0000249,Compact Fitness Item 249,Apparel,Fitness,Nimbus,SUP00089,19.78,36.55,44.07,True,True,2020-05-10,Seasonal
SKU0000250,Compact Lighting Item 250,Home,Lighting,Nimbus,SUP00061,120.44,325.02,73.401,False,False,2024-05-01,Seasonal
SKU0000251,Pro Organization Item 251,Office,Desk Setup,Northline,SUP00010,244.81,615.23,18.628,False,False,,Active
SKU0000252,Classic Wellness Item 252,Health,Medical Supplies,Everpeak,SUP00086,153.07,188.14,73.188,False,False,,Seasonal
SKU0000253,Compact Beverage Item 253,Grocery,Snack,Aster,SUP00022,179.86,391.89,72.212,False,False,2024-12-22,Active
SKU0000254,Compact Desk Setup Item 254,Office,Printing,Cobalt,SUP00061,256.11,337.26,36.646,False,False,,Seasonal
SKU0000255,Eco Storage Item 255,Home,Kitchen,Cobalt,SUP00038,205.18,277.93,8.221,False,False,2026-01-16,Seasonal
SKU0000256,Classic Smart Home Item 256,Electronics,Smart Home,Northline,SUP00007,183.29,303.06,37.063,False,True,2020-07-26,Discontinued
SKU0000257,Essential Organization Item 257,Office,Organization,Aster,SUP00080,10.81,24.19,66.994,False,False,2025-03-06,Active
SKU0000258,Classic Pharmacy Item 258,Health,Pharmacy,Aster,SUP00091,258.37,386.84,16.148,False,False,,Active
SKU0000259,Pro Personal Care Item 259,Health,Medical Supplies,Northline,SUP00072,181.31,324.63,34.387,False,True,2025-01-28,Discontinued
SKU0000260,Eco Frozen Item 260,Grocery,Frozen,Aster,SUP00101,274.16,588.36,63.356,False,False,2021-03-08,Active
SKU0000261,Classic Smart Home Item 261,Electronics,Smart Home,Aster,SUP00070,281.03,640.78,8.677,False,False,2020-03-12,Active
SKU0000262,Classic Pharmacy Item 262,Health,Wellness,Cobalt,SUP00042,170.59,328.86,67.591,False,False,2024-06-09,Active
SKU0000263,Pro Footwear Item 263,Apparel,Footwear,Cobalt,SUP00068,20.47,33.34,16.348,False,False,,Discontinued
SKU0000264,Classic Snack Item 264,Grocery,Beverage,Nimbus,SUP00018,267.55,512.44,54.716,False,False,,Discontinued
SKU0000265,Classic Beverage Item 265,Grocery,Frozen,Northline,SUP00047,229.09,368.44,11.875,False,False,2022-03-06,Active
SKU0000266,Compact Fitness Item 266,Apparel,Outerwear,Nimbus,SUP00018,151.11,232.78,15.472,False,True,,Discontinued
SKU0000267,Eco Furniture Item 267,Home,Furniture,Aster,SUP00099,41.45,72.03,4.222,False,False,2022-10-12,Active
SKU0000268,Essential Printing Item 268,Office,Desk Setup,Everpeak,SUP00107,293.05,480.15,61.905,True,True,,Discontinued
SKU0000269,Pro Lighting Item 269,Home,Kitchen,Solace,SUP00039,290.28,368.36,66.687,False,False,,Discontinued
SKU0000270,Essential Stationery Item 270,Office,Stationery,Everpeak,SUP00105,30.68,56.32,42.007,False,False,,Discontinued
SKU0000271,Pro Outerwear Item 271,Apparel,Basics,Cobalt,SUP00106,223.0,408.3,34.81,False,False,,Active
SKU0000272,Classic Footwear Item 272,Apparel,Fitness,Solace,SUP00008,253.68,578.27,23.4,True,False,,Seasonal
SKU0000273,Essential Organization Item 273,Office,Organization,Aster,SUP00066,103.99,200.59,20.208,False,False,,Seasonal
SKU0000274,Pro Desk Setup Item 274,Office,Stationery,Northline,SUP00051,84.98,211.78,40.381,False,False,2023-11-01,Discontinued
SKU0000275,Compact Computing Item 275,Electronics,Audio,Everpeak,SUP00077,,44.86,40.061,False,False,2025-11-07,Active
SKU0000276,Pro Snack Item 276,Grocery,Frozen,Nimbus,SUP00068,196.84,381.74,63.452,False,False,,Seasonal
SKU0000277,Compact Furniture Item 277,Home,Storage,Everpeak,SUP00012,138.96,225.04,15.89,False,False,,Discontinued
SKU0000278,Essential Furniture Item 278,Home,Kitchen,Aster,SUP00101,6.53,16.04,3.611,False,False,,Active
SKU0000279,Essential Organization Item 279,Office,Stationery,Everpeak,SUP00055,219.46,387.92,50.132,True,False,2025-08-29,Seasonal
SKU0000280,Premium Snack Item 280,Grocery,Pantry,Solace,SUP00092,183.17,451.63,56.868,False,False,2023-03-11,Seasonal
SKU0000281,Classic Audio Item 281,Electronics,Accessories,Everpeak,SUP00068,104.48,137.58,47.589,False,False,2020-02-04,Active
SKU0000282,Essential Basics Item 282,Apparel,Footwear,Cobalt,SUP00021,285.8,781.11,62.917,True,False,2021-02-07,Seasonal
SKU0000283,Compact Desk Setup Item 283,Office,Organization,Aster,SUP00061,31.39,56.19,46.96,False,False,2022-03-01,Active
SKU0000284,Eco Fitness Item 284,Apparel,Outerwear,Everpeak,SUP00052,166.1,215.68,30.94,False,True,,Seasonal
SKU0000285,Eco Frozen Item 285,Grocery,Frozen,Aster,SUP00014,34.95,79.03,18.715,True,False,2020-03-23,Active
SKU0000286,Compact Fitness Item 286,Apparel,Basics,Cobalt,SUP00022,291.41,422.48,41.161,True,False,2023-12-26,Active
SKU0000287,Pro Desk Setup Item 287,Office,Printing,Everpeak,SUP00070,153.33,285.27,11.312,False,False,2025-05-19,Active
SKU0000288,Classic Organization Item 288,Office,Organization,Nimbus,SUP00080,169.91,272.09,21.601,True,True,,Discontinued
SKU0000289,Compact Furniture Item 289,Home,Storage,Solace,SUP00003,191.42,404.3,67.611,False,False,,Discontinued
SKU0000290,Eco Fitness Item 290,Apparel,Outerwear,Everpeak,SUP00073,229.99,507.14,39.17,True,True,,Seasonal
SKU0000291,Premium Computing Item 291,Electronics,Smart Home,Nimbus,SUP00035,66.92,110.43,10.212,False,False,2025-04-09,Seasonal
SKU0000292,Premium Kitchen Item 292,Home,Furniture,Everpeak,SUP00101,65.65,141.07,23.139,True,False,2025-09-07,Active
SKU0000293,Compact Pharmacy Item 293,Health,Wellness,Nimbus,SUP00006,299.08,404.12,41.721,True,False,,Discontinued
SKU0000294,Premium Kitchen Item 294,Home,Kitchen,Aster,SUP00083,41.04,64.2,58.986,False,False,,Seasonal
SKU0000295,Essential Medical Supplies Item 295,Health,Medical Supplies,Solace,SUP00005,132.32,254.18,12.855,False,False,,Seasonal
SKU0000296,Essential Accessories Item 296,Electronics,Audio,Nimbus,SUP00046,82.35,167.98,0.261,False,False,2020-03-23,Active
SKU0000297,Classic Stationery Item 297,Office,Desk Setup,Cobalt,SUP00100,211.04,359.47,54.99,False,True,2022-09-10,Active
SKU0000298,Compact Beverage Item 298,Grocery,Snack,Aster,SUP00031,149.64,389.01,23.688,False,False,2024-06-30,Active
SKU0000299,Eco Lighting Item 299,Home,Kitchen,Northline,SUP00020,75.55,112.0,44.055,False,False,,Seasonal
SKU0000300,Ultra Desk Setup Item 300,Office,Stationery,Everpeak,SUP00042,77.77,169.09,39.891,False,True,2022-11-15,Discontinued
SKU0000301,Classic Fitness Item 301,Apparel,Basics,Cobalt,SUP00106,199.35,514.31,20.778,True,False,,Active
SKU0000302,Pro Outerwear Item 302,Apparel,Fitness,Everpeak,SUP00050,222.8,429.21,35.683,True,False,2025-10-03,Discontinued
SKU0000303,Compact Personal Care Item 303,Health,Wellness,Nimbus,SUP00030,25.44,65.35,21.978,False,False,,Seasonal
SKU0000304,Eco Pharmacy Item 304,Health,Wellness,Northline,SUP00095,104.7,215.9,30.619,False,False,,Active
SKU0000305,Eco Snack Item 305,Grocery,Beverage,Solace,SUP00012,28.77,70.5,20.465,False,True,2023-10-02,Active
SKU0000306,Classic Personal Care Item 306,Health,Personal Care,Aster,SUP00008,154.34,324.39,26.993,True,False,,Active
SKU0000307,Compact Kitchen Item 307,Home,Lighting,Northline,SUP00066,291.55,661.21,61.345,True,False,,Discontinued
SKU0000308,Premium Organization Item 308,Office,Printing,Northline,SUP00107,56.0,109.9,3.869,False,False,2024-01-07,Active
SKU0000309,Premium Computing Item 309,Electronics,Computing,Cobalt,SUP00082,205.81,257.88,50.834,False,False,,Active
SKU0000310,Eco Fitness Item 310,Apparel,Fitness,Nimbus,SUP00108,285.19,,60.576,False,False,,Seasonal
SKU0000311,Pro Medical Supplies Item 311,Health,Wellness,Nimbus,SUP00075,6.88,10.05,40.988,False,True,,Active
SKU0000312,Essential Audio Item 312,Electronics,Accessories,Aster,SUP00065,102.23,,60.487,True,False,,Active
SKU0000313,Essential Footwear Item 313,Apparel,Basics,Nimbus,SUP00074,142.95,180.46,55.661,False,False,2022-04-19,Active
SKU0000314,Essential Pharmacy Item 314,Health,Personal Care,Nimbus,SUP00006,217.39,551.19,51.422,False,False,,Active
SKU0000315,Eco Pantry Item 315,Grocery,Frozen,Everpeak,SUP00111,185.04,496.72,43.394,False,False,,Active
SKU0000316,Premium Outerwear Item 316,Apparel,Fitness,Everpeak,SUP00074,103.84,125.58,7.816,True,False,2022-09-08,Active
SKU0000317,Compact Medical Supplies Item 317,Health,Personal Care,Solace,SUP00116,220.93,516.38,70.889,False,False,2020-06-11,Active
SKU0000318,Eco Medical Supplies Item 318,Health,Wellness,Cobalt,SUP_BAD,275.06,507.23,12.364,True,False,,Seasonal
SKU0000319,Ultra Basics Item 319,Apparel,Outerwear,Nimbus,SUP00041,259.79,692.56,24.93,True,False,2021-08-11,Seasonal
SKU0000320,Pro Kitchen Item 320,Home,Furniture,Cobalt,SUP00040,6.22,17.2,39.567,False,True,2022-03-22,Active
SKU0000321,Eco Pantry Item 321,Grocery,Frozen,Northline,SUP00017,128.78,278.75,73.279,False,False,2026-02-06,Active
SKU0000322,Compact Printing Item 322,Office,Stationery,Solace,SUP_BAD,78.74,216.72,72.29,True,True,2024-09-01,Seasonal
SKU0000323,Eco Pantry Item 323,Grocery,Beverage,Cobalt,SUP_BAD,282.77,504.52,3.715,False,False,,Seasonal
SKU0000324,Compact Smart Home Item 324,Electronics,Accessories,Everpeak,SUP00113,289.69,414.13,70.414,True,True,2026-01-21,Seasonal
SKU0000325,Premium Pantry Item 325,Grocery,Beverage,Northline,SUP00013,96.4,226.76,16.077,False,False,,Active
SKU0000326,Essential Stationery Item 326,Office,Stationery,Aster,SUP00115,234.1,554.08,13.403,False,False,2025-07-20,Active
SKU0000327,Pro Audio Item 327,Electronics,Computing,Nimbus,SUP00036,30.43,71.31,57.584,False,False,2023-06-12,Discontinued
SKU0000328,Premium Printing Item 328,Office,Printing,Solace,SUP00009,245.84,438.31,49.624,False,False,,Active
SKU0000329,Compact Desk Setup Item 329,Office,Organization,Everpeak,SUP00001,224.29,424.11,47.073,True,False,,Active
SKU0000330,Classic Outerwear Item 330,Apparel,Basics,Aster,SUP00063,238.69,499.44,71.285,False,False,2025-09-21,Seasonal
SKU0000331,Premium Outerwear Item 331,Apparel,Basics,Northline,SUP00057,122.63,255.79,28.24,False,True,,Discontinued
SKU0000332,Eco Wellness Item 332,Health,Medical Supplies,Aster,SUP00023,261.39,458.96,41.316,False,True,2022-06-03,Discontinued
SKU0000333,Pro Kitchen Item 333,Home,Kitchen,Everpeak,SUP00116,172.56,475.97,45.15,False,True,,Active
SKU0000334,Premium Audio Item 334,Electronics,Computing,Solace,SUP00088,152.57,309.62,10.592,True,False,,Seasonal
SKU0000335,Pro Accessories Item 335,Electronics,Smart Home,Northline,SUP00075,76.57,115.92,34.647,False,False,,Discontinued
SKU0000336,Essential Wellness Item 336,Health,Medical Supplies,Northline,SUP00082,160.68,348.89,59.211,True,False,2021-11-29,Active
SKU0000337,Premium Lighting Item 337,Home,Kitchen,Northline,SUP00099,,348.01,27.182,True,False,,Seasonal
SKU0000338,Essential Snack Item 338,Grocery,Frozen,Cobalt,SUP00009,147.64,194.52,59.574,False,False,2022-02-13,Discontinued
SKU0000339,Premium Smart Home Item 339,Electronics,Computing,Northline,SUP00002,86.25,141.84,54.133,False,False,,Discontinued
SKU0000340,Essential Printing Item 340,Office,Stationery,Everpeak,SUP00100,26.34,48.07,9.836,False,False,,Discontinued
SKU0000341,Classic Accessories Item 341,Electronics,Accessories,Northline,SUP00018,250.42,467.35,30.984,False,False,,Active
SKU0000342,Pro Kitchen Item 342,Home,Lighting,Nimbus,SUP00006,34.76,52.84,6.871,False,False,2025-05-15,Discontinued
SKU0000343,Premium Organization Item 343,Office,Printing,Everpeak,SUP00073,239.23,425.79,19.738,False,True,,Active
SKU0000344,Classic Printing Item 344,Office,Desk Setup,Everpeak,SUP00064,117.86,214.77,42.254,False,True,2023-09-29,Seasonal
SKU0000345,Pro Audio Item 345,Electronics,Accessories,Cobalt,SUP00027,240.87,665.32,8.456,False,True,2023-11-17,Active
SKU0000346,Essential Footwear Item 346,Apparel,Basics,Cobalt,SUP00114,227.08,440.47,32.466,False,True,,Seasonal
SKU0000347,Classic Pharmacy Item 347,Health,Personal Care,Northline,SUP00039,41.76,57.97,25.019,False,True,2021-04-01,Discontinued
SKU0000348,Eco Audio Item 348,Electronics,Computing,Aster,SUP00100,277.03,552.93,14.454,False,False,,Discontinued
SKU0000349,Classic Personal Care Item 349,Health,Personal Care,Solace,SUP00017,129.43,156.81,48.836,False,False,2021-11-14,Active
SKU0000350,Essential Organization Item 350,Office,Desk Setup,Aster,SUP00110,288.69,518.35,9.565,False,False,,Discontinued
SKU0000351,Ultra Outerwear Item 351,Apparel,Outerwear,Cobalt,SUP00024,254.84,346.74,63.042,False,False,,Active
SKU0000352,Ultra Beverage Item 352,Grocery,Pantry,Everpeak,SUP00117,76.87,102.37,65.941,False,False,,Discontinued
SKU0000353,Pro Fitness Item 353,Apparel,Basics,Everpeak,SUP00024,74.7,,59.507,True,False,2020-10-24,Discontinued
SKU0000354,Essential Lighting Item 354,Home,Furniture,Aster,SUP00051,13.46,26.77,16.016,False,True,,Active
SKU0000355,Essential Audio Item 355,Electronics,Computing,Aster,SUP00078,180.72,308.27,68.63,False,True,,Active
SKU0000356,Pro Storage Item 356,Home,Lighting,Nimbus,SUP00017,3.68,4.52,26.502,False,False,2024-01-19,Discontinued
SKU0000357,Premium Lighting Item 357,Home,Storage,Everpeak,SUP00112,137.9,166.67,46.513,False,True,,Discontinued
SKU0000358,Pro Desk Setup Item 358,Office,Organization,Aster,SUP00101,44.63,78.22,51.032,False,False,2022-11-23,Active
SKU0000359,Classic Organization Item 359,Office,Printing,Everpeak,SUP00064,252.6,330.89,56.111,False,False,,Seasonal
SKU0000360,Premium Stationery Item 360,Office,Organization,Everpeak,SUP00072,184.99,314.91,14.142,False,True,2021-04-07,Discontinued
SKU0000361,Eco Snack Item 361,Grocery,Beverage,Nimbus,SUP00070,46.82,101.24,19.111,False,False,2025-08-10,Active
SKU0000362,Premium Kitchen Item 362,Home,Storage,Nimbus,SUP00070,76.71,159.56,45.844,False,True,2026-01-29,Active
SKU0000363,Ultra Beverage Item 363,Grocery,Snack,Aster,SUP00016,52.31,120.67,10.64,True,False,,Active
SKU0000364,Compact Accessories Item 364,Electronics,Computing,Aster,SUP00057,191.35,233.47,20.918,True,False,,Seasonal
SKU0000365,Compact Personal Care Item 365,Health,Wellness,Solace,SUP00117,111.5,147.16,57.278,True,False,,Active
SKU0000366,Essential Personal Care Item 366,Health,Medical Supplies,Nimbus,SUP00078,91.53,121.02,61.924,False,True,2022-03-24,Seasonal
SKU0000367,Ultra Smart Home Item 367,Electronics,Smart Home,Solace,SUP00072,36.58,44.86,60.987,True,False,2026-01-13,Active
SKU0000368,Eco Personal Care Item 368,Health,Personal Care,Northline,SUP_BAD,139.37,248.13,30.15,False,False,,Discontinued
SKU0000369,Premium Audio Item 369,Electronics,Audio,Cobalt,SUP00024,84.02,101.48,3.731,False,False,2025-04-20,Discontinued
SKU0000370,Eco Computing Item 370,Electronics,Accessories,Nimbus,SUP00077,232.97,457.0,3.466,False,False,2020-01-10,Active
SKU0000371,Eco Outerwear Item 371,Apparel,Outerwear,Solace,SUP00084,41.99,90.5,12.31,False,False,2022-05-08,Discontinued
SKU0000372,Premium Pharmacy Item 372,Health,Medical Supplies,Cobalt,SUP_BAD,212.91,419.34,0.784,False,False,2024-07-31,Seasonal
SKU0000373,Premium Footwear Item 373,Apparel,Outerwear,Solace,SUP00042,233.11,326.52,17.574,True,False,,Seasonal
SKU0000374,Classic Storage Item 374,Home,Furniture,Solace,SUP00093,273.17,449.06,65.685,False,True,,Discontinued
SKU0000375,Essential Kitchen Item 375,Home,Lighting,Aster,SUP00090,79.59,,44.289,False,True,,Active
SKU0000376,Essential Computing Item 376,Electronics,Audio,Nimbus,SUP00117,239.98,393.68,16.028,False,False,2020-11-23,Active
SKU0000377,Premium Computing Item 377,Electronics,Computing,Cobalt,SUP00063,179.97,492.29,27.181,False,False,,Discontinued
SKU0000378,Ultra Stationery Item 378,Office,Stationery,Nimbus,SUP00077,170.68,345.68,43.299,False,False,2022-04-27,Active
SKU0000379,Premium Lighting Item 379,Home,Furniture,Everpeak,SUP00005,90.79,247.11,35.815,True,False,2023-04-10,Active
SKU0000380,Classic Stationery Item 380,Office,Printing,Aster,SUP00022,116.16,269.52,72.472,False,False,,Discontinued
SKU0000381,Essential Storage Item 381,Home,Furniture,Nimbus,SUP00034,201.77,309.25,70.247,False,False,,Seasonal
SKU0000382,Eco Storage Item 382,Home,Kitchen,Northline,SUP00026,153.1,300.0,73.288,False,False,,Seasonal
SKU0000383,Ultra Computing Item 383,Electronics,Smart Home,Everpeak,SUP00090,10.92,27.63,25.423,False,True,2020-07-09,Discontinued
SKU0000384,Essential Desk Setup Item 384,Office,Printing,Solace,SUP00084,289.4,637.04,21.551,False,False,,Seasonal
SKU0000385,Essential Outerwear Item 385,Apparel,Outerwear,Northline,SUP00099,110.68,303.36,23.544,False,False,,Active
SKU0000386,Pro Footwear Item 386,Apparel,Outerwear,Everpeak,SUP00016,285.34,741.15,22.191,False,False,2020-12-31,Active
SKU0000387,Eco Pantry Item 387,Grocery,Pantry,Nimbus,SUP00040,243.93,664.87,37.98,False,False,,Discontinued
SKU0000388,Ultra Storage Item 388,Home,Lighting,Everpeak,SUP00078,208.78,285.14,38.57,True,False,2022-08-01,Seasonal
SKU0000389,Pro Pharmacy Item 389,Health,Wellness,Solace,SUP00054,167.89,280.5,30.691,False,False,,Active
SKU0000390,Classic Furniture Item 390,Home,Furniture,Nimbus,SUP00087,188.0,277.12,5.456,True,True,2021-10-05,Active
SKU0000391,Pro Frozen Item 391,Grocery,Beverage,Cobalt,SUP00051,209.64,301.26,39.479,False,True,,Seasonal
SKU0000392,Eco Lighting Item 392,Home,Lighting,Everpeak,SUP00074,57.28,109.21,62.5,False,True,,Seasonal
SKU0000393,Eco Computing Item 393,Electronics,Computing,Solace,SUP00097,79.34,192.46,49.776,False,False,2023-11-10,Discontinued
SKU0000394,Premium Frozen Item 394,Grocery,Pantry,Aster,SUP00009,48.14,112.34,66.299,False,True,,Active
SKU0000395,Compact Snack Item 395,Grocery,Snack,Everpeak,SUP00017,239.1,460.0,35.737,False,False,2026-03-30,Discontinued
SKU0000396,Ultra Personal Care Item 396,Health,Wellness,Nimbus,SUP00116,140.96,187.8,38.079,False,False,2024-12-03,Seasonal
SKU0000397,Pro Computing Item 397,Electronics,Smart Home,Cobalt,SUP00074,202.85,304.39,59.132,True,False,,Active
SKU0000398,Eco Pantry Item 398,Grocery,Beverage,Solace,SUP00102,292.05,692.55,35.841,False,True,,Discontinued
SKU0000399,Classic Outerwear Item 399,Apparel,Basics,Everpeak,SUP00068,29.14,57.35,66.907,False,False,,Seasonal
SKU0000400,Premium Furniture Item 400,Home,Furniture,Solace,SUP00031,193.77,478.01,8.097,False,False,,Seasonal
SKU0000401,Pro Organization Item 401,Office,Printing,Northline,SUP00043,119.98,261.0,70.074,True,False,2023-06-08,Discontinued
SKU0000402,Classic Lighting Item 402,Home,Furniture,Aster,SUP00092,262.51,417.46,73.437,False,False,,Discontinued
SKU0000403,Compact Desk Setup Item 403,Office,Organization,Cobalt,SUP00025,218.14,518.43,69.251,False,False,2022-01-18,Active
SKU0000404,Classic Audio Item 404,Electronics,Computing,Everpeak,SUP00053,36.82,74.63,23.913,False,False,2020-04-09,Active
SKU0000405,Essential Personal Care Item 405,Health,Medical Supplies,Nimbus,SUP00085,42.44,106.18,52.22,False,False,2026-01-11,Active
SKU0000406,Eco Audio Item 406,Electronics,Computing,Nimbus,SUP00104,210.16,,24.755,False,False,,Active
SKU0000407,Eco Medical Supplies Item 407,Health,Medical Supplies,Nimbus,SUP00022,8.52,11.89,40.468,False,True,2021-09-05,Seasonal
SKU0000408,Premium Fitness Item 408,Apparel,Outerwear,Northline,SUP00051,46.55,67.31,18.663,False,True,2020-11-10,Active
SKU0000409,Classic Personal Care Item 409,Health,Pharmacy,Aster,SUP00006,102.6,222.59,15.626,False,False,2021-04-13,Seasonal
SKU0000410,Premium Basics Item 410,Apparel,Basics,Solace,SUP00004,59.8,76.12,55.218,False,False,,Seasonal
SKU0000411,Essential Basics Item 411,Apparel,Basics,Nimbus,SUP00008,164.32,236.28,22.86,False,False,,Active
SKU0000412,Pro Smart Home Item 412,Electronics,Computing,Aster,SUP00119,111.97,201.73,30.647,False,False,2026-01-04,Discontinued
SKU0000413,Pro Audio Item 413,Electronics,Audio,Cobalt,SUP00019,215.0,392.22,27.091,False,False,2025-03-10,Discontinued
SKU0000414,Eco Accessories Item 414,Electronics,Computing,Cobalt,SUP00076,278.53,374.22,50.498,True,True,,Seasonal
SKU0000415,Essential Desk Setup Item 415,Office,Organization,Solace,SUP00112,220.81,276.72,59.812,False,True,2021-03-30,Active
SKU0000416,Ultra Kitchen Item 416,Home,Kitchen,Northline,SUP00100,16.56,20.65,33.523,True,False,2022-11-17,Seasonal
SKU0000417,Essential Footwear Item 417,Apparel,Fitness,Nimbus,SUP00057,107.86,207.03,25.617,False,False,,Seasonal
SKU0000418,Premium Computing Item 418,Electronics,Smart Home,Solace,SUP00014,281.99,545.14,32.166,False,False,,Active
SKU0000419,Premium Kitchen Item 419,Home,Kitchen,Solace,SUP00099,36.77,93.12,22.638,False,False,,Active
SKU0000420,Ultra Kitchen Item 420,Home,Storage,Cobalt,SUP00073,158.76,309.14,46.953,False,True,,Seasonal
SKU0000421,Essential Printing Item 421,Office,Desk Setup,Aster,SUP00109,232.75,502.06,43.365,True,False,,Active
SKU0000422,Essential Computing Item 422,Electronics,Accessories,Nimbus,SUP00097,251.12,484.27,0.826,False,False,,Active
SKU0000423,Eco Personal Care Item 423,Health,Pharmacy,Solace,SUP00025,165.22,400.91,4.376,False,True,2024-04-05,Discontinued
SKU0000424,Essential Beverage Item 424,Grocery,Beverage,Everpeak,SUP00086,241.66,640.41,61.455,False,False,2025-10-23,Discontinued
SKU0000425,Premium Snack Item 425,Grocery,Frozen,Aster,SUP00035,235.42,390.52,12.452,True,False,,Active
SKU0000426,Essential Lighting Item 426,Home,Storage,Everpeak,SUP00019,3.77,8.84,51.221,False,True,,Seasonal
SKU0000427,Eco Printing Item 427,Office,Printing,Northline,SUP00034,97.69,167.01,33.063,True,False,2021-01-26,Discontinued
SKU0000428,Essential Computing Item 428,Electronics,Accessories,Cobalt,SUP00018,164.42,205.8,15.311,False,True,,Active
SKU0000429,Ultra Frozen Item 429,Grocery,Snack,Northline,SUP00028,99.71,133.41,67.017,False,True,2025-12-29,Seasonal
SKU0000430,Pro Desk Setup Item 430,Office,Organization,Aster,SUP00013,14.34,19.64,53.809,False,False,2021-09-03,Discontinued
SKU0000431,Eco Furniture Item 431,Home,Furniture,Northline,SUP00118,101.72,139.78,38.096,False,False,2024-06-11,Active
SKU0000432,Premium Accessories Item 432,Electronics,Computing,Northline,SUP00058,208.9,416.1,67.064,True,False,,Active
SKU0000433,Compact Stationery Item 433,Office,Stationery,Northline,SUP00040,33.64,57.04,7.25,True,False,2025-02-26,Discontinued
SKU0000434,Classic Organization Item 434,Office,Desk Setup,Everpeak,SUP00014,34.39,58.14,43.507,False,False,,Seasonal
