customer_id,customer_name,segment,city,state,region,signup_date,credit_class,autopay_flag,active_flag,consumption_kwh,peak_demand_kw,reading_count,billed_amount,paid_amount,open_amount,past_due_bill_count,collection_rate,risk_score
CUST0000172,Ever Labs 172,Municipal,Seattle,WA,West,,B,True,False,0.0,0.0,0.0,28721.86,20669.97,8051.89,0,0.7196598688246514,0
CUST0000173,Blue Foods 173,Industrial,Atlanta,GA,South,2025-01-05,A,True,True,232691.549,43.0404,1458.0,8147.29,0.0,8147.29,1,0.0,10
CUST0000174,Prime Homes 174,Municipal,Springfield,IL,Midwest,2019-06-16,A,False,True,0.0,0.0,0.0,21465.41,21465.41,0.0,0,1.0,5
CUST0000175,North Labs 175,Residential,Atlanta,GA,South,2022-07-30,D,True,True,570369.16,9.9343,1458.0,41150.92,10707.83,30443.089999999997,1,0.2602087632548677,25
CUST0000176,Blue Manufacturing 176,Residential,Phoenix,AZ,West,,D,True,True,0.0,0.0,0.0,37600.92,0.0,37600.92,1,0.0,25
CUST0000177,Blue Retail 177,Industrial,Austin,TX,South,,B,False,True,0.0,0.0,0.0,13201.01,9308.67,3892.34,0,0.7051483181968652,5
CUST0000178,North Schools 178,Industrial,Boston,MA,Northeast,,C,False,True,0.0,0.0,0.0,11796.42,6284.44,5511.98,1,0.5327412893064166,30
CUST0000179,Blue Retail 179,Industrial,Atlanta,GA,South,,D,True,True,0.0,0.0,0.0,11823.49,7540.44,4283.05,0,0.6377507825523597,15
CUST0000180,Green Retail 180,Industrial,Springfield,IL,Midwest,,D,True,False,0.0,0.0,0.0,45158.36,45158.36,0.0,0,1.0,15
CUST0000181,Urban Manufacturing 181,Commercial,Atlanta,GA,South,,C,False,True,0.0,0.0,0.0,39295.520000000004,0.0,39295.520000000004,1,0.0,30
CUST0000182,Sunrise Manufacturing 182,Industrial,Dallas,TX,South,,D,False,True,0.0,0.0,0.0,31426.37,23569.78,7856.589999999999,1,0.7500000795510268,30
CUST0000183,Metro Labs 183,Industrial,Atlanta,GA,South,,A,True,True,0.0,0.0,0.0,12869.89,0.0,12869.89,1,0.0,10
CUST0000184,Urban Properties 184,Industrial,Denver,CO,West,,A,False,True,0.0,0.0,0.0,25645.690000000002,8904.37,16741.32,0,0.3472072695256006,5
CUST0000185,Ever Services 185,Industrial,Denver,CO,West,,C,True,True,0.0,0.0,0.0,31854.98,0.0,31854.98,1,0.0,25
CUST0000186,Ever Homes 186,Unknown,Boston,MA,Northeast,2019-10-19,B,False,True,0.0,0.0,0.0,32197.92,6277.86,25920.059999999998,1,0.19497719107321218,15
CUST0000187,Metro Homes 187,Residential,Chicago,IL,Midwest,,C,False,False,0.0,0.0,0.0,48184.69,0.0,48184.69,1,0.0,30
CUST0000188,Blue Properties 188,Municipal,Dallas,TX,South,2022-08-24,D,True,True,3876.2935,6.8926,1458.0,5952.6,0.0,5952.6,0,0.0,15
CUST0000189,Metro Services 189,Commercial,Springfield,IL,Midwest,2019-12-28,A,True,True,0.0,0.0,0.0,16222.63,0.0,16222.63,1,0.0,10
CUST0000190,Urban Labs 190,Industrial,Austin,TX,South,2025-08-31,B,False,True,0.0,0.0,0.0,14356.95,13143.41,1213.54,0,0.9154736904426078,5
CUST0000191,Blue Foods 191,Commercial,Boston,MA,Northeast,,B,True,True,0.0,0.0,0.0,12952.289999999999,7282.01,5670.28,1,0.5622179552804949,10
CUST0000192,Ever Labs 192,Municipal,Dallas,TX,South,,C,False,True,0.0,0.0,0.0,24523.89,0.0,24523.89,1,0.0,30
CUST0000193,Ever Homes 193,Residential,Seattle,WA,West,,A,True,True,0.0,0.0,0.0,25696.23,10520.01,15176.220000000001,1,0.40939896630750894,10
CUST0000194,Urban Services 194,Residential,Austin,TX,South,,A,True,True,0.0,0.0,0.0,35756.75,0.0,35756.75,1,0.0,10
CUST0000195,Sunrise Properties 195,Municipal,Austin,TX,South,,A,True,True,0.0,0.0,0.0,16828.84,0.0,16828.84,1,0.0,10
CUST0000196,Sunrise Properties 196,Commercial,Boston,MA,Northeast,2024-05-30,C,False,True,0.0,0.0,0.0,19417.73,11169.29,8248.439999999999,1,0.5752109026132304,30
CUST0000197,North Properties 197,Unknown,Albany,NY,Northeast,,B,False,True,0.0,0.0,0.0,22254.28,0.0,22254.28,1,0.0,15
CUST0000198,Urban Properties 198,Industrial,Austin,TX,South,2021-04-24,A,False,True,122034.801,22.2323,1458.0,13125.2,0.0,13125.2,1,0.0,15
CUST0000199,Sunrise Manufacturing 199,Commercial,Denver,CO,West,,B,True,True,9733.0117,17.9823,1461.0,6138.58,0.0,6138.58,1,0.0,10
CUST0000200,North Properties 200,Municipal,Seattle,WA,West,,B,True,True,0.0,0.0,0.0,33150.33,0.0,33150.33,1,0.0,10
CUST0000201,Blue Retail 201,Commercial,Phoenix,AZ,West,,B,False,True,0.0,0.0,0.0,26498.72,25135.32,1363.3999999999996,1,0.9485484581896786,15
CUST0000202,Prime Labs 202,Municipal,Seattle,WA,West,2018-08-05,A,True,True,0.0,0.0,0.0,30292.370000000003,13406.47,16885.9,1,0.4425692014193673,10
CUST0000203,Sunrise Services 203,Commercial,Chicago,IL,Midwest,,A,False,False,0.0,0.0,0.0,21537.54,0.0,21537.54,1,0.0,15
CUST0000204,Blue Foods 204,Residential,Chicago,IL,Midwest,,A,True,False,0.0,0.0,0.0,24488.0,24488.0,0.0,0,1.0,0
CUST0000205,Green Services 205,Residential,Chicago,IL,Midwest,,D,False,False,0.0,0.0,0.0,23228.61,2900.81,20327.8,0,0.12488091194436515,20
CUST0000206,Metro Schools 206,Residential,Albany,NY,Northeast,2019-08-25,C,False,False,0.0,0.0,0.0,34165.59,0.0,34165.59,1,0.0,30
CUST0000207,Blue Manufacturing 207,Municipal,Austin,TX,South,,C,True,True,0.0,0.0,0.0,27788.6,21195.8,6592.8,0,0.7627516319641867,15
CUST0000208,Blue Foods 208,Residential,Denver,CO,West,,A,True,True,0.0,0.0,0.0,27621.809999999998,0.0,27621.809999999998,1,0.0,10
CUST0000209,North Properties 209,Municipal,Austin,TX,South,,D,False,False,0.0,0.0,0.0,25336.11,0.0,25336.11,1,0.0,30
CUST0000210,North Properties 210,Commercial,Springfield,IL,Midwest,,A,True,True,5595995.14,100.3614,1460.0,31079.129999999997,0.0,31079.129999999997,1,0.0,10
CUST0000211,Urban Homes 211,Industrial,Boston,MA,Northeast,,C,False,True,0.0,0.0,0.0,17337.510000000002,1792.0,15545.51,1,0.10335970966995836,30
CUST0000212,Sunrise Schools 212,Industrial,Chicago,IL,Midwest,,C,False,True,61674.961,11.2178,1458.0,40061.22,0.0,40061.22,1,0.0,30
CUST0000213,Blue Properties 213,Residential,Seattle,WA,West,2020-10-16,B,False,False,0.0,0.0,0.0,42524.16,19807.91,22716.25,0,0.4658036748991632,5
CUST0000214,Blue Manufacturing 214,Unknown,Seattle,WA,West,2023-09-15,C,True,True,0.0,0.0,0.0,25211.0,0.0,25211.0,1,0.0,25
CUST0000215,Urban Labs 215,Commercial,Phoenix,AZ,West,,A,False,True,0.0,0.0,0.0,26062.33,0.0,26062.33,1,0.0,15
CUST0000216,Metro Schools 216,Municipal,Dallas,TX,South,,A,True,True,0.0,0.0,0.0,25301.059999999998,7210.54,18090.52,1,0.2849896407502295,10
CUST0000217,Sunrise Services 217,Unknown,Denver,CO,West,2023-04-13,D,True,True,4907.3158,9.193,1459.0,25841.809999999998,0.0,25841.809999999998,1,0.0,25
CUST0000218,Sunrise Retail 218,Unknown,Chicago,IL,Midwest,,A,False,True,0.0,0.0,0.0,34861.97,34861.97,0.0,0,1.0,5
CUST0000219,Ever Manufacturing 219,Residential,Atlanta,GA,South,,A,True,True,0.0,0.0,0.0,12371.91,2684.53,9687.38,0,0.21698589789288802,0
CUST0000220,Metro Services 220,Residential,Springfield,IL,Midwest,,C,False,False,0.0,0.0,0.0,7143.639999999999,0.0,7143.639999999999,1,0.0,30
CUST0000221,Ever Services 221,Commercial,Austin,TX,South,,C,True,True,5532.599,10.0114,1463.0,9216.37,9216.37,0.0,0,1.0,15
CUST0000222,North Retail 222,Unknown,Atlanta,GA,South,,A,True,False,4876.686,8.872,1461.0,10635.46,0.0,10635.46,1,0.0,10
CUST0000223,North Schools 223,Commercial,Phoenix,AZ,West,2023-07-23,A,True,True,224294.5117,373.0102,2923.0,19452.5,0.0,19452.5,1,0.0,10
CUST0000224,Urban Properties 224,Commercial,Phoenix,AZ,West,,C,True,True,8393.475,16.1935,1460.0,28984.21,28984.21,0.0,0,1.0,15
CUST0000225,North Schools 225,Residential,Atlanta,GA,South,,B,True,True,0.0,0.0,0.0,31172.25,0.0,31172.25,1,0.0,10
CUST0000226,Urban Schools 226,Industrial,Dallas,TX,South,,A,False,True,0.0,0.0,0.0,27910.510000000002,5948.13,21962.38,1,0.2131143429482299,15
CUST0000227,Metro Retail 227,Unknown,Seattle,WA,West,,C,False,True,0.0,0.0,0.0,42910.26,23625.27,19284.99,1,0.5505739186851816,30
CUST0000228,Urban Properties 228,Residential,Albany,NY,Northeast,2020-09-04,B,True,True,0.0,0.0,0.0,19231.15,19231.15,0.0,0,1.0,0
CUST0000229,Ever Retail 229,Residential,Albany,NY,Northeast,2021-04-15,D,True,True,0.0,0.0,0.0,34141.82,0.0,34141.82,1,0.0,25
CUST0000230,Urban Labs 230,Unknown,Austin,TX,South,2021-01-11,A,True,True,23232584.93,432.6395,1462.0,44604.0,0.0,44604.0,1,0.0,10
CUST0000231,Blue Retail 231,Commercial,Chicago,IL,Midwest,,A,True,True,0.0,0.0,0.0,27860.51,1589.07,26271.44,1,0.057036644339963624,10
CUST0000232,North Homes 232,Unknown,Denver,CO,West,,D,False,True,0.0,0.0,0.0,5186.23,0.0,5186.23,0,0.0,20
CUST0000233,Metro Properties 233,Commercial,Phoenix,AZ,West,,C,False,True,0.0,0.0,0.0,29228.479999999996,5652.9,23575.579999999998,1,0.19340383078422144,30
CUST0000234,Ever Schools 234,Commercial,Seattle,WA,West,2021-08-29,D,True,True,0.0,0.0,0.0,24964.03,0.0,24964.03,1,0.0,25
CUST0000235,Blue Homes 235,Industrial,Springfield,IL,Midwest,,A,False,True,7459.6639,12.5118,1458.0,27183.010000000002,0.0,27183.010000000002,1,0.0,15
CUST0000236,Green Services 236,Municipal,Seattle,WA,West,,B,True,True,0.0,0.0,0.0,31344.97,0.0,31344.97,1,0.0,10
CUST0000237,Urban Homes 237,Industrial,Dallas,TX,South,,D,True,True,10102.8091,20.8835,1459.0,22035.81,11953.369999999999,10082.440000000002,1,0.5424520360268127,25
CUST0000238,Ever Services 238,Municipal,Boston,MA,Northeast,,A,False,False,0.0,0.0,0.0,11201.439999999999,3107.25,8094.19,1,0.2773973703380994,15
CUST0000239,Sunrise Properties 239,Commercial,Dallas,TX,South,,A,True,False,0.0,0.0,0.0,22228.2,0.0,22228.2,1,0.0,10
CUST0000240,Ever Retail 240,Municipal,Atlanta,GA,South,2021-05-03,B,True,False,0.0,0.0,0.0,11263.99,7258.9400000000005,4005.05,0,0.6444377170079164,0
CUST0000241,Blue Schools 241,Residential,Seattle,WA,West,,B,True,True,446574.69,7.4259,1460.0,32194.519999999997,21452.09,10742.429999999998,0,0.6663273749694048,0
CUST0000242,Urban Schools 242,Unknown,Albany,NY,Northeast,,C,True,False,0.0,0.0,0.0,27733.61,4837.51,22896.1,1,0.17442770703128804,25
CUST0000243,North Homes 243,Industrial,Springfield,IL,Midwest,,D,True,False,0.0,0.0,0.0,39453.11,24472.18,14980.93,0,0.6202851942470442,15
CUST0000244,Urban Services 244,Commercial,Chicago,IL,Midwest,,B,False,True,0.0,0.0,0.0,17861.77,9134.54,8727.23,1,0.5114017255848665,15
CUST0000245,Metro Labs 245,Unknown,Dallas,TX,South,2023-03-03,C,False,True,0.0,0.0,0.0,32001.739999999998,0.0,32001.739999999998,1,0.0,30
CUST0000246,Blue Services 246,Unknown,Springfield,IL,Midwest,,A,False,True,0.0,0.0,0.0,27911.239999999998,0.0,27911.239999999998,1,0.0,15
CUST0000247,Sunrise Homes 247,Commercial,Seattle,WA,West,,A,True,True,0.0,0.0,0.0,39330.59,0.0,39330.59,1,0.0,10
CUST0000248,Urban Retail 248,Unknown,Austin,TX,South,,C,True,True,5163269.9,90.7817,1459.0,28799.29,8418.1,20381.19,1,0.29230234495364293,25
CUST0000249,Urban Properties 249,Commercial,Austin,TX,South,2018-04-13,C,False,True,0.0,0.0,0.0,40430.05,0.0,40430.05,1,0.0,30
CUST0000250,Metro Labs 250,Residential,Dallas,TX,South,2023-11-11,B,True,True,0.0,0.0,0.0,11279.630000000001,0.0,11279.630000000001,1,0.0,10
CUST0000251,Ever Properties 251,Municipal,Boston,MA,Northeast,,C,True,True,0.0,0.0,0.0,33869.22,0.0,33869.22,1,0.0,25
CUST0000252,Sunrise Properties 252,Municipal,Springfield,IL,Midwest,,A,True,True,0.0,0.0,0.0,33505.18,21982.78,11522.4,0,0.6561009372282136,0
CUST0000253,Sunrise Manufacturing 253,Residential,Seattle,WA,West,2022-11-20,C,False,True,0.0,0.0,0.0,10046.3,0.0,10046.3,1,0.0,30
CUST0000254,Green Services 254,Municipal,Boston,MA,Northeast,,D,False,True,0.0,0.0,0.0,11905.130000000001,0.0,11905.130000000001,1,0.0,30
CUST0000255,Metro Foods 255,Industrial,Seattle,WA,West,2023-03-12,A,True,False,0.0,0.0,0.0,27921.51,22009.3,5912.21,0,0.7882560792736496,0
CUST0000256,Prime Properties 256,Municipal,Denver,CO,West,,B,True,True,0.0,0.0,0.0,12557.07,0.0,12557.07,1,0.0,10
CUST0000257,Urban Manufacturing 257,Commercial,Denver,CO,West,2020-10-05,C,False,True,0.0,0.0,0.0,20893.18,4182.4,16710.78,1,0.2001801544810316,30
CUST0000258,Prime Foods 258,Unknown,Albany,NY,Northeast,2025-06-09,C,True,True,0.0,0.0,0.0,32972.68,32972.68,0.0,0,1.0,15
CUST0000259,North Retail 259,Unknown,Dallas,TX,South,,A,True,True,0.0,0.0,0.0,31865.96,0.0,31865.96,1,0.0,10
CUST0000260,Ever Properties 260,Industrial,Phoenix,AZ,West,,A,True,True,10020.9054,19.2883,1455.0,16355.66,9746.02,6609.64,0,0.595880569784405,0
CUST0000261,Sunrise Foods 261,Municipal,Phoenix,AZ,West,,B,True,True,0.0,0.0,0.0,44880.149999999994,44880.149999999994,0.0,0,1.0,0
CUST0000262,North Foods 262,Industrial,Phoenix,AZ,West,,D,False,False,0.0,0.0,0.0,20347.12,0.0,20347.12,1,0.0,30
CUST0000263,North Labs 263,Municipal,Austin,TX,South,2020-11-25,A,False,True,0.0,0.0,0.0,5836.789999999999,0.0,5836.789999999999,1,0.0,15
CUST0000264,Metro Labs 264,Residential,Seattle,WA,West,,B,False,True,0.0,0.0,0.0,25956.4,11779.06,14177.34,1,0.45380175987425064,15
CUST0000265,Metro Foods 265,Municipal,Springfield,IL,Midwest,,D,False,True,0.0,0.0,0.0,15200.46,3324.79,11875.67,1,0.21872956476317165,30
CUST0000266,Ever Properties 266,Unknown,Albany,NY,Northeast,2025-12-12,A,False,True,6573.4204,12.3838,1459.0,20581.910000000003,0.0,20581.910000000003,1,0.0,15
CUST0000267,Ever Manufacturing 267,Residential,Phoenix,AZ,West,,C,True,False,0.0,0.0,0.0,28323.239999999998,0.0,28323.239999999998,1,0.0,25
CUST0000268,Urban Manufacturing 268,Commercial,Denver,CO,West,2018-04-18,A,False,True,0.0,0.0,0.0,6508.41,1811.83,4696.58,1,0.27838289228859275,15
CUST0000269,Green Manufacturing 269,Unknown,Austin,TX,South,,D,True,True,0.0,0.0,0.0,32541.53,9359.73,23181.8,1,0.28762415289016835,25
CUST0000270,Blue Foods 270,Residential,Atlanta,GA,South,2021-12-19,B,True,False,0.0,0.0,0.0,15920.54,0.0,15920.54,1,0.0,10
CUST0000271,North Foods 271,Municipal,Dallas,TX,South,,D,True,False,0.0,0.0,0.0,1616.28,676.61,939.67,0,0.41862177345509444,15
CUST0000272,Sunrise Homes 272,Municipal,Chicago,IL,Midwest,2022-06-02,A,True,False,0.0,0.0,0.0,36367.55,0.0,36367.55,1,0.0,10
CUST0000273,Green Manufacturing 273,Industrial,Phoenix,AZ,West,2023-10-14,A,True,True,0.0,0.0,0.0,30234.440000000002,5427.08,24807.36,1,0.17949993451176868,10
CUST0000274,Green Schools 274,Unknown,Atlanta,GA,South,,D,False,True,0.0,0.0,0.0,27283.980000000003,0.0,27283.980000000003,1,0.0,30
CUST0000275,Ever Foods 275,Municipal,Atlanta,GA,South,,C,True,True,0.0,0.0,0.0,25274.489999999998,0.0,25274.489999999998,1,0.0,25
CUST0000276,Blue Properties 276,Unknown,Seattle,WA,West,2019-02-20,A,False,True,0.0,0.0,0.0,23514.81,0.0,23514.81,1,0.0,15
CUST0000277,North Retail 277,Residential,Boston,MA,Northeast,,D,False,False,0.0,0.0,0.0,17147.27,15839.57,1307.7,1,0.9237371313334426,30
CUST0000278,Metro Manufacturing 278,Industrial,Albany,NY,Northeast,,D,False,True,0.0,0.0,0.0,1288.09,966.06,322.03,0,0.7499941774254905,20
CUST0000279,North Homes 279,Residential,Seattle,WA,West,,B,False,False,2167888.555,394.2721,1458.0,43126.93,20502.81,22624.12,0,0.4754062021108389,5
CUST0000280,North Labs 280,Residential,Springfield,IL,Midwest,,A,False,True,0.0,0.0,0.0,30642.46,22011.09,8631.37,1,0.7183199390649445,15
CUST0000281,North Properties 281,Residential,Austin,TX,South,,B,False,False,0.0,0.0,0.0,25141.22,0.0,25141.22,1,0.0,15
CUST0000282,Prime Homes 282,Residential,Seattle,WA,West,,C,True,True,203171.758,34.9374,1459.0,44067.55,0.0,44067.55,1,0.0,25
CUST0000283,Prime Schools 283,Commercial,Albany,NY,Northeast,2019-04-22,A,True,True,0.0,0.0,0.0,11505.09,2595.99,8909.1,1,0.22563839135547828,10
CUST0000284,Green Properties 284,Residential,Springfield,IL,Midwest,,A,False,True,0.0,0.0,0.0,20800.14,0.0,20800.14,1,0.0,15
CUST0000285,Blue Homes 285,Unknown,Atlanta,GA,South,2020-07-20,A,True,True,0.0,0.0,0.0,40580.23,0.0,40580.23,1,0.0,10
CUST0000286,Prime Manufacturing 286,Industrial,Boston,MA,Northeast,,C,False,True,0.0,0.0,0.0,11001.59,0.0,11001.59,1,0.0,30
CUST0000287,Blue Foods 287,Residential,Chicago,IL,Midwest,,B,True,True,0.0,0.0,0.0,22657.1,728.69,21928.41,1,0.03216166234866775,10
CUST0000288,Metro Retail 288,Industrial,Boston,MA,Northeast,2021-04-12,D,False,True,255751.588,48.5582,1459.0,25666.3,0.0,25666.3,1,0.0,30
CUST0000289,Sunrise Manufacturing 289,Residential,Chicago,IL,Midwest,2023-03-01,B,False,True,0.0,0.0,0.0,22437.050000000003,0.0,22437.050000000003,1,0.0,15
CUST0000290,Blue Homes 290,Commercial,Denver,CO,West,,D,False,True,624876.1939,11.9113,2922.0,3434.75,1219.98,2214.77,1,0.35518742266540504,30
CUST0000291,Ever Services 291,Municipal,Boston,MA,Northeast,,C,False,True,0.0,0.0,0.0,6943.549999999999,0.0,6943.549999999999,1,0.0,30
CUST0000292,Prime Properties 292,Industrial,Dallas,TX,South,,A,True,True,0.0,0.0,0.0,15081.04,0.0,15081.04,1,0.0,10
CUST0000293,Prime Homes 293,Industrial,Albany,NY,Northeast,,A,True,True,0.0,0.0,0.0,12181.300000000001,0.0,12181.300000000001,1,0.0,10
CUST0000294,Prime Properties 294,Residential,Denver,CO,West,2018-05-10,B,False,True,0.0,0.0,0.0,37019.12,0.0,37019.12,1,0.0,15
CUST0000295,North Labs 295,Commercial,Chicago,IL,Midwest,,A,False,True,0.0,0.0,0.0,22054.62,0.0,22054.62,1,0.0,15
CUST0000296,Green Manufacturing 296,Residential,Dallas,TX,South,2020-10-03,A,False,True,4521.1275,8.137,1462.0,17072.77,4403.93,12668.84,0,0.257950525895915,5
CUST0000297,Green Services 297,Industrial,Atlanta,GA,South,,A,False,True,0.0,0.0,0.0,24981.78,7506.32,17475.46,1,0.3004717838360597,15
CUST0000298,North Homes 298,Municipal,Seattle,WA,West,2023-05-27,C,False,True,11019.7227,19.2332,1459.0,42870.85,0.0,42870.85,1,0.0,30
CUST0000299,Prime Manufacturing 299,Commercial,Dallas,TX,South,,A,False,True,0.0,0.0,0.0,23785.59,11888.12,11897.47,1,0.49980345242644814,15
CUST0000300,Blue Foods 300,Industrial,Albany,NY,Northeast,,D,False,True,0.0,0.0,0.0,24492.11,7169.78,17322.329999999998,1,0.2927383553315741,30
CUST0000301,Urban Properties 301,Industrial,Chicago,IL,Midwest,,A,False,False,0.0,0.0,0.0,14367.16,0.0,14367.16,1,0.0,15
CUST0000302,Sunrise Manufacturing 302,Unknown,Denver,CO,West,,A,True,True,0.0,0.0,0.0,5353.7,5129.01,224.69000000000005,1,0.9580308945215459,10
CUST0000303,Prime Properties 303,Unknown,Boston,MA,Northeast,,A,True,True,0.0,0.0,0.0,34566.41,8211.78,26354.629999999997,1,0.23756531268361394,10
CUST0000304,Prime Retail 304,Industrial,Albany,NY,Northeast,,B,True,True,140820.6289,243.7027,1459.0,27734.66,0.0,27734.66,1,0.0,10
CUST0000305,Sunrise Manufacturing 305,Industrial,Dallas,TX,South,2018-11-16,D,True,True,47992.042,8.8324,1458.0,26549.04,4294.72,22254.32,1,0.1617655478314847,25
CUST0000306,Prime Manufacturing 306,Municipal,Chicago,IL,Midwest,,C,True,True,364330.45279999997,652.7247,1458.0,20442.44,17387.87,3054.57,0,0.850577034835372,15
CUST0000307,Metro Schools 307,Residential,Chicago,IL,Midwest,2021-01-18,C,False,False,11046.6819,19.7734,1459.0,34375.55,19759.77,14615.78,0,0.5748204755996631,20
CUST0000308,North Services 308,Industrial,Seattle,WA,West,,A,True,True,0.0,0.0,0.0,24097.71,0.0,24097.71,1,0.0,10
CUST0000309,North Services 309,Industrial,Seattle,WA,West,2025-01-21,B,False,True,0.0,0.0,0.0,31340.83,18435.0,12905.83,0,0.5882103313792264,5
CUST0000310,Metro Foods 310,Industrial,Atlanta,GA,South,2023-09-23,B,False,True,890113.28,15.6728,1460.0,12317.57,0.0,12317.57,1,0.0,15
CUST0000311,Metro Foods 311,Industrial,Dallas,TX,South,2026-01-18,A,True,True,0.0,0.0,0.0,2455.04,1151.24,1303.8,1,0.46892922314911367,10
CUST0000312,Urban Labs 312,Residential,Albany,NY,Northeast,,A,True,False,0.0,0.0,0.0,16867.76,4831.36,12036.4,1,0.2864257020493533,10
CUST0000313,North Services 313,Industrial,Denver,CO,West,,C,True,True,0.0,0.0,0.0,14738.109999999999,2522.35,12215.759999999998,1,0.17114473972578576,25
CUST0000314,Urban Manufacturing 314,Industrial,Springfield,IL,Midwest,,A,False,False,169867.0627,341.2899,1460.0,33255.240000000005,0.0,33255.240000000005,1,0.0,15
CUST0000315,Prime Homes 315,Industrial,Seattle,WA,West,2018-05-23,A,True,True,0.0,0.0,0.0,27069.93,7410.09,19659.840000000004,1,0.2737387943005394,10
CUST0000316,Sunrise Services 316,Residential,Phoenix,AZ,West,2021-05-25,B,False,True,0.0,0.0,0.0,23186.18,1261.58,21924.6,0,0.054410860262449436,5
CUST0000317,Ever Services 317,Unknown,Dallas,TX,South,2021-11-02,A,True,True,0.0,0.0,0.0,25820.86,0.0,25820.86,1,0.0,10
CUST0000318,North Foods 318,Commercial,Atlanta,GA,South,,D,False,True,0.0,0.0,0.0,23523.53,7475.94,16047.59,1,0.3178068937782722,30
CUST0000319,Green Services 319,Unknown,Phoenix,AZ,West,,A,True,True,0.0,0.0,0.0,18653.629999999997,7264.4,11389.23,1,0.38943626522022795,10
CUST0000320,Green Services 320,Commercial,Albany,NY,Northeast,,A,False,True,0.0,0.0,0.0,39800.04,12684.48,27115.56,1,0.3187052073314499,15
CUST0000321,Sunrise Labs 321,Unknown,Austin,TX,South,2020-11-21,A,False,True,0.0,0.0,0.0,33709.04,10704.91,23004.13,1,0.31756792836580333,15
CUST0000322,Urban Retail 322,Municipal,Boston,MA,Northeast,2018-06-19,C,True,True,0.0,0.0,0.0,36343.56,0.0,36343.56,1,0.0,25
CUST0000323,Urban Foods 323,Unknown,Atlanta,GA,South,2023-05-10,D,True,True,0.0,0.0,0.0,36648.77,11916.92,24731.85,1,0.32516561947372313,25
CUST0000324,Metro Services 324,Residential,Boston,MA,Northeast,2024-11-09,A,True,True,0.0,0.0,0.0,29371.760000000002,0.0,29371.760000000002,1,0.0,10
CUST0000325,Urban Manufacturing 325,Residential,Denver,CO,West,,D,True,True,49318.4382,90.417,1460.0,22562.06,8873.11,13688.95,1,0.3932757026619023,25
CUST0000326,Green Labs 326,Unknown,Albany,NY,Northeast,,A,False,True,6150.134,10.7793,1458.0,10166.89,0.0,10166.89,1,0.0,15
CUST0000327,Prime Properties 327,Commercial,Phoenix,AZ,West,,A,True,True,0.0,0.0,0.0,38560.07,20159.22,18400.85,1,0.5228003994806026,10
CUST0000328,North Homes 328,Municipal,Albany,NY,Northeast,2020-03-28,A,False,True,0.0,0.0,0.0,20236.36,3910.52,16325.84,1,0.1932422629366151,15
CUST0000329,Urban Schools 329,Commercial,Chicago,IL,Midwest,,D,False,True,76967.3007,130.857,1459.0,18626.68,0.0,18626.68,1,0.0,30
CUST0000330,Blue Homes 330,Municipal,Chicago,IL,Midwest,,B,False,True,0.0,0.0,0.0,8768.800000000001,995.73,7773.070000000001,1,0.11355373597299516,15
CUST0000331,Ever Retail 331,Residential,Austin,TX,South,,B,False,True,11850426.46,207.0557,1460.0,28273.07,16112.63,12160.44,1,0.5698931881115139,15
CUST0000332,Prime Homes 332,Residential,Atlanta,GA,South,,A,True,True,0.0,0.0,0.0,29266.980000000003,11893.58,17373.4,0,0.40638220957543275,0
CUST0000333,Blue Labs 333,Unknown,Phoenix,AZ,West,2023-11-23,A,False,False,0.0,0.0,0.0,44870.82,20785.46,24085.36,0,0.4632288868355871,5
CUST0000334,Metro Labs 334,Municipal,Phoenix,AZ,West,,B,True,False,0.0,0.0,0.0,17857.390000000003,809.74,17047.65,1,0.04534481242779599,10
CUST0000335,Blue Schools 335,Residential,Springfield,IL,Midwest,,A,True,True,0.0,0.0,0.0,28547.2,5334.41,23212.79,1,0.18686280966259386,10
CUST0000336,Prime Schools 336,Industrial,Chicago,IL,Midwest,,C,True,True,0.0,0.0,0.0,25891.58,14322.74,11568.84,1,0.5531813817464982,25
CUST0000337,Ever Schools 337,Residential,Austin,TX,South,2022-11-05,B,False,True,0.0,0.0,0.0,17290.32,0.0,17290.32,1,0.0,15
CUST0000338,Blue Schools 338,Unknown,Albany,NY,Northeast,,D,True,True,0.0,0.0,0.0,12523.980000000001,0.0,12523.980000000001,1,0.0,25
CUST0000339,North Manufacturing 339,Unknown,Austin,TX,South,,B,False,False,0.0,0.0,0.0,8883.76,182.77,8700.99,1,0.02057349590713842,15
CUST0000340,Green Services 340,Residential,Springfield,IL,Midwest,,D,False,True,0.0,0.0,0.0,37333.850000000006,19796.04,17537.81,0,0.5302437332340489,20
CUST0000341,North Services 341,Industrial,Atlanta,GA,South,2020-02-17,A,False,True,68025.9894,121.4999,1460.0,23625.63,16747.73,6877.9000000000015,1,0.7088797208794009,15
CUST0000342,Green Schools 342,Residential,Albany,NY,Northeast,,B,False,True,838494.89,14.741,1458.0,25076.63,12593.04,12483.59,1,0.5021823107809941,15
CUST0000343,Green Foods 343,Commercial,Atlanta,GA,South,,A,True,True,0.0,0.0,0.0,47061.46000000001,35385.01,11676.45,1,0.7518893378998441,10
CUST0000344,North Properties 344,Municipal,Dallas,TX,South,,D,True,False,0.0,0.0,0.0,15622.5,14693.76,928.74,1,0.9405511281805089,25
CUST0000345,Sunrise Retail 345,Municipal,Atlanta,GA,South,,A,True,True,0.0,0.0,0.0,25567.33,0.0,25567.33,1,0.0,10
