product_id,product_name,category,subcategory,brand,supplier_id,standard_cost,list_price,unit_weight_lbs,hazmat_flag,temperature_controlled_flag,launch_date,product_status,_bronze_loaded_at_utc,_source_file
SKU0000139,Ultra Audio Item 139,Electronics,Audio,Cobalt,SUP00081,82.17,193.85,29.445,0,N,01/13/2020,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000140,Compact Computing Item 140,Electronics,Computing,Northline,SUP00087,192.70,435.37,41.017,N,Y,04/16/2025,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000141,Essential Footwear Item 141,Apparel,Outerwear,EverPeak,SUP00080,269.52,436.72,26.239,0,No,2020-05-04,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000142,Classic Lighting Item 142,Home,Kitchen,Solace,SUP00091,210.38,522.87,5.489,No,No,2025-10-29,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000143,Essential Personal Care Item 143,Health,Pharmacy,Solace,SUP00026,167.94,232.90,59.091,0,0,04/17/2025,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000144,Compact Personal Care Item 144,Health,Personal Care,EverPeak,SUP00104,283.77,360.93,68.444,Y,N,06/03/2022,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000145,Pro Smart Home Item 145,Electronics,Computing,EverPeak,SUP00043,104.02,225.15,25.690,No,No,12/06/2024,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000146,Eco Kitchen Item 146,Home,Furniture,Cobalt,SUP00097,223.17,353.75,1.575,N,No,09/24/2021,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000147,Eco Smart Home Item 147,Electronics,Smart Home,Northline,SUP00040,287.94,581.07,71.456,N,N,07/07/2023,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000148,Compact Stationery Item 148,Office,Stationery,Aster,SUP00090,36.75,100.64,66.130,0,No,10/14/2025,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000149,Essential Kitchen Item 149,Home,Furniture,Nimbus,SUP00003,281.73,524.21,62.971,No,Y,2025-04-16,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000150,Ultra Outerwear Item 150,Apparel,Basics,Northline,SUP00059,49.00,109.85,10.193,No,0,2025-01-25,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000151,Pro Printing Item 151,Office,Organization,Cobalt,SUP00043,236.85,551.50,66.085,0,0,04/10/2020,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000152,Essential Printing Item 152,Office,Printing,EverPeak,SUP00088,15.58,36.67,50.116,Y,0,03/16/2024,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000153,Compact Audio Item 153,Electronics,Accessories,Cobalt,SUP00016,22.93,32.66,56.023,No,0,2022-08-03,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000154,Compact Snack Item 154,Grocery,Pantry,Nimbus,SUP00020,285.85,448.08,24.211,N,0,2020-09-25,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000155,Ultra Snack Item 155,Grocery,Frozen,Northline,SUP00050,119.97,201.79,68.025,Y,Y,05/22/2023,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000156,Pro Lighting Item 156,Home,Storage,Cobalt,SUP00072,203.01,356.74,60.298,No,Y,04/19/2022,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000157,Premium Stationery Item 157,Office,Printing,Solace,SUP00103,45.16,79.13,32.899,Y,0,2025-07-24,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000158,Classic Fitness Item 158,Apparel,Basics,Solace,SUP00065,82.91,162.38,43.617,No,No,07/17/2022,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000159,Eco Frozen Item 159,Grocery,Frozen,Cobalt,SUP00080,49.49,95.63,53.406,0,No,09/13/2020,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000160,Essential Furniture Item 160,Home,Kitchen,EverPeak,SUP00018,49.75,64.75,29.275,0,Y,2025-07-08,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000161,Essential Organization Item 161,Office,Printing,Northline,SUP00060,167.98,323.11,63.533,N,0,01/30/2022,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000162,Premium Audio Item 162,Electronics,Smart Home,Nimbus,SUP_BAD,211.39,463.08,12.782,Y,No,2022-06-26,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000163,Pro Stationery Item 163,Office,Desk Setup,Northline,SUP00040,53.46,140.34,69.432,0,No,2023-03-25,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000164,Pro Outerwear Item 164,Apparel,Basics,Nimbus,SUP00038,148.94,294.26,40.959,N,No,05/03/2024,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000165,Premium Snack Item 165,Grocery,Snack,Cobalt,SUP00081,276.82,498.94,5.042,0,No,2023-09-12,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000166,Essential Personal Care Item 166,Health,Personal Care,Northline,SUP00072,208.93,267.22,47.063,0,0,08/12/2025,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000167,Compact Lighting Item 167,Home,Kitchen,Solace,SUP00085,27.48,51.53,64.821,N,N,12/07/2025,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000168,Premium Kitchen Item 168,Home,Furniture,Northline,SUP00116,94.15,162.42,37.387,N,0,01/09/2024,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000169,Compact Footwear Item 169,Apparel,Footwear,Solace,SUP00045,197.43,464.64,33.456,No,Y,2020-02-04,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000170,Eco Stationery Item 170,Office,Stationery,Aster,SUP00119,201.29,304.01,68.068,Y,0,2025-08-19,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000171,Pro Organization Item 171,Office,Desk Setup,Northline,SUP00005,111.06,134.72,43.793,No,Y,12/09/2025,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000172,Eco Smart Home Item 172,Electronics,Computing,Northline,SUP00070,273.08,541.99,28.884,No,No,2021-04-10,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000173,Ultra Stationery Item 173,Office,Organization,EverPeak,SUP00078,85.10,217.02,13.794,0,No,11/02/2022,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000174,Premium Basics Item 174,Apparel,Outerwear,Cobalt,SUP00117,290.30,637.31,11.327,Y,Y,2024-02-22,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000175,Compact Stationery Item 175,Office,Organization,EverPeak,SUP00065,226.42,368.16,57.453,0,Y,04/07/2021,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000176,Premium Furniture Item 176,Home,Furniture,Solace,SUP00021,49.13,86.32,39.864,0,0,03/23/2025,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000177,Essential Furniture Item 177,Home,Storage,Aster,SUP00023,271.24,650.96,45.646,Y,0,2022-10-26,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000178,Pro Basics Item 178,Apparel,Fitness,Solace,SUP00042,210.15,560.78,64.966,No,No,05/23/2025,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000179,Eco Printing Item 179,Office,Organization,EverPeak,SUP00012,202.89,539.53,1.309,0,No,2022-04-27,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000180,Compact Footwear Item 180,Apparel,Basics,Northline,SUP00105,240.38,450.21,19.466,0,0,03/30/2022,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000181,Premium Medical Supplies Item 181,Health,Medical Supplies,Aster,SUP00054,169.03,219.97,24.553,Y,N,08/22/2023,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000182,Eco Fitness Item 182,Apparel,Outerwear,Cobalt,SUP00109,173.83,223.54,63.301,Y,0,2023-08-02,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000183,Essential Outerwear Item 183,Apparel,Fitness,Solace,SUP00067,2.32,3.96,14.676,No,No,08/25/2020,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000184,Premium Furniture Item 184,Home,Kitchen,EverPeak,SUP00007,84.99,192.81,39.978,0,No,2020-10-03,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000185,Pro Smart Home Item 185,Electronics,Smart Home,Solace,SUP_BAD,134.83,174.23,65.071,0,No,11/13/2022,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000186,Classic Stationery Item 186,Office,Desk Setup,EverPeak,SUP00104,45.56,92.78,73.338,Y,No,03/27/2021,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000187,Essential Fitness Item 187,Apparel,Footwear,EverPeak,SUP00060,214.53,535.63,39.258,0,No,2022-08-07,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000188,Classic Storage Item 188,Home,Kitchen,Nimbus,SUP00062,70.74,bad,17.483,No,0,03/14/2024,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000189,Pro Computing Item 189,Electronics,Accessories,Nimbus,SUP00015,6.52,11.65,16.623,Y,0,2024-12-02,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000190,Classic Medical Supplies Item 190,Health,Wellness,Cobalt,SUP00086,230.54,379.81,65.487,N,0,09/13/2023,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000191,Eco Fitness Item 191,Apparel,Fitness,EverPeak,SUP00106,255.44,487.15,0.142,No,No,12/08/2021,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000192,Eco Personal Care Item 192,Health,Wellness,Cobalt,SUP00065,181.43,309.93,53.340,Y,N,2024-10-15,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000193,Pro Footwear Item 193,Apparel,Fitness,Solace,SUP00003,229.50,403.33,24.854,No,N,07/19/2021,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000194,Premium Beverage Item 194,Grocery,Beverage,Cobalt,SUP00080,247.68,558.56,67.204,No,N,2020-06-01,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000195,Compact Wellness Item 195,Health,Personal Care,Aster,SUP00049,140.49,278.35,26.703,Y,0,09/18/2023,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000196,Compact Fitness Item 196,Apparel,Outerwear,Solace,SUP00025,82.38,145.29,59.836,Y,0,10/31/2021,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000197,Compact Snack Item 197,Grocery,Pantry,Northline,SUP00038,81.13,106.22,30.836,0,No,2023-01-15,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000198,Pro Printing Item 198,Office,Organization,EverPeak,SUP00047,36.83,68.63,60.189,0,Y,2020-04-03,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000199,Premium Snack Item 199,Grocery,Pantry,Northline,SUP00071,237.35,634.67,74.654,No,N,2021-05-01,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000200,Compact Stationery Item 200,Office,Printing,Solace,SUP00118,224.59,542.18,43.811,No,No,2023-12-03,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000201,Eco Storage Item 201,Home,Lighting,EverPeak,SUP00053,201.87,495.29,5.000,N,N,2021-02-25,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000202,Premium Furniture Item 202,Home,Lighting,Solace,SUP00042,51.89,113.77,35.272,0,N,2022-08-04,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000203,Ultra Furniture Item 203,Home,Kitchen,Cobalt,SUP00023,72.74,156.46,32.237,N,No,08/21/2025,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000204,Classic Storage Item 204,Home,Storage,Solace,SUP00039,253.83,633.39,15.040,No,No,07/04/2025,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000205,Classic Personal Care Item 205,Health,Pharmacy,Solace,SUP00049,32.83,59.14,34.087,Y,N,2021-08-02,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000206,Ultra Wellness Item 206,Health,Medical Supplies,Solace,SUP00086,51.47,99.51,73.949,Y,Y,03/30/2022,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000207,Compact Beverage Item 207,Grocery,Frozen,Northline,SUP00073,88.77,154.11,65.855,0,Y,2024-10-04,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000208,Classic Outerwear Item 208,Apparel,Fitness,Aster,SUP00071,160.85,436.52,42.258,N,Y,01/02/2023,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000209,Compact Beverage Item 209,Grocery,Frozen,Nimbus,SUP00051,228.55,387.88,72.988,No,No,2025-12-27,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000210,Compact Audio Item 210,Electronics,Smart Home,Aster,SUP00104,26.81,63.65,32.497,Y,No,2020-02-05,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000211,Premium Organization Item 211,Office,Desk Setup,Cobalt,SUP00059,159.18,252.32,41.061,Y,No,2026-02-10,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000212,Ultra Desk Setup Item 212,Office,Printing,Cobalt,SUP00005,184.32,383.82,14.023,N,No,05/23/2023,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000213,Premium Pantry Item 213,Grocery,Pantry,EverPeak,SUP00104,92.20,197.83,20.248,0,Y,2023-08-05,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000214,Premium Medical Supplies Item 214,Health,Medical Supplies,Cobalt,SUP00088,266.29,675.19,25.615,0,No,2020-05-11,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000215,Ultra Organization Item 215,Office,Stationery,Nimbus,SUP00111,141.72,253.58,41.334,Y,No,2024-03-27,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000216,Classic Storage Item 216,Home,Storage,Nimbus,SUP00105,261.16,395.87,67.302,No,N,2020-08-21,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000217,Compact Outerwear Item 217,Apparel,Basics,Nimbus,SUP00067,262.00,638.86,46.952,No,0,06/17/2023,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000218,Pro Furniture Item 218,Home,Furniture,Northline,SUP00009,117.62,146.44,45.095,Y,No,01/29/2024,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000219,Essential Wellness Item 219,Health,Personal Care,EverPeak,SUP00035,116.78,223.88,64.257,No,N,07/08/2023,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000220,Essential Computing Item 220,Electronics,Accessories,Northline,SUP00087,259.00,350.04,50.897,0,N,2023-06-18,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000221,Classic Computing Item 221,Electronics,Computing,EverPeak,SUP00026,107.28,174.43,61.155,Y,0,10/29/2022,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000222,Compact Snack Item 222,Grocery,Snack,EverPeak,SUP00064,5.74,12.94,55.559,0,No,2022-03-31,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000223,Ultra Printing Item 223,Office,Desk Setup,Cobalt,SUP00055,257.93,647.00,20.934,No,No,02/12/2020,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000224,Eco Organization Item 224,Office,Organization,Cobalt,SUP00070,164.88,279.67,33.536,No,Y,06/08/2025,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000225,Premium Frozen Item 225,Grocery,Beverage,Nimbus,SUP00092,181.19,252.02,73.300,No,0,2021-07-13,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000226,Premium Lighting Item 226,Home,Lighting,Nimbus,SUP00001,4.13,9.78,19.610,Y,Y,10/03/2024,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000227,Premium Outerwear Item 227,Apparel,Fitness,EverPeak,SUP00116,248.23,427.03,10.467,Y,No,12/11/2021,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000228,Essential Accessories Item 228,Electronics,Computing,Northline,SUP00052,290.95,417.29,13.662,No,N,12/02/2024,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000229,Eco Frozen Item 229,Grocery,Pantry,EverPeak,SUP00069,279.32,715.95,17.111,Y,N,03/17/2025,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000230,Premium Lighting Item 230,Home,Lighting,Nimbus,SUP00071,150.83,300.89,19.525,0,0,2020-04-21,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000231,Eco Kitchen Item 231,Home,Furniture,Aster,SUP00087,120.81,228.80,13.292,N,0,11/03/2020,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000232,Compact Computing Item 232,Electronics,Smart Home,EverPeak,SUP00110,45.32,86.71,2.466,No,Y,2021-11-12,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000233,Classic Footwear Item 233,Apparel,Basics,EverPeak,SUP00087,14.40,38.97,24.576,0,0,2025-10-13,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000234,Ultra Accessories Item 234,Electronics,Accessories,Solace,SUP00065,86.53,219.91,63.867,N,Y,06/02/2021,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000235,Eco Personal Care Item 235,Health,Wellness,EverPeak,SUP00025,137.88,298.76,19.339,N,N,2020-12-20,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000236,Compact Smart Home Item 236,Electronics,Audio,Solace,SUP00098,88.70,166.31,68.558,No,No,09/26/2021,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000237,Classic Smart Home Item 237,Electronics,Computing,Aster,SUP00097,291.01,754.15,67.978,N,N,2021-12-05,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000238,Eco Smart Home Item 238,Electronics,Accessories,Aster,SUP00072,287.68,476.95,20.621,N,Y,03/01/2020,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000239,Eco Wellness Item 239,Health,Medical Supplies,EverPeak,SUP00064,85.21,185.36,29.625,0,0,2020-12-26,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000240,Ultra Footwear Item 240,Apparel,Basics,Nimbus,SUP00116,276.39,588.36,62.008,N,Y,12/05/2020,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000241,Premium Fitness Item 241,Apparel,Outerwear,Aster,SUP00075,7.28,19.44,11.566,No,No,2022-09-08,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000242,Ultra Kitchen Item 242,Home,Kitchen,EverPeak,SUP00050,189.15,432.64,32.004,Y,0,06/05/2024,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000243,Pro Organization Item 243,Office,Stationery,Cobalt,SUP00113,89.34,197.71,27.696,Y,N,2020-05-07,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000244,Pro Wellness Item 244,Health,Medical Supplies,Cobalt,SUP00074,61.20,143.99,21.222,Y,0,07/27/2024,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000245,Pro Storage Item 245,Home,Lighting,EverPeak,SUP00011,209.38,389.54,59.445,No,0,2021-07-29,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000246,Classic Footwear Item 246,Apparel,Footwear,Northline,SUP00088,22.56,31.38,23.454,0,N,06/09/2021,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000247,Eco Lighting Item 247,Home,Furniture,EverPeak,SUP00101,217.13,442.86,8.564,No,Y,2022-12-04,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000248,Ultra Furniture Item 248,Home,Lighting,Cobalt,SUP00066,76.11,116.15,34.769,N,0,07/15/2023,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000249,Compact Fitness Item 249,Apparel,Fitness,Nimbus,SUP00089,19.78,36.55,44.070,Y,Y,05/10/2020,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000250,Compact Lighting Item 250,Home,Lighting,Nimbus,SUP00061,120.44,325.02,73.401,0,N,05/01/2024,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000251,Pro Organization Item 251,Office,Desk Setup,Northline,SUP00010,244.81,615.23,18.628,No,N,2024-07-11,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000252,Classic Wellness Item 252,Health,Medical Supplies,EverPeak,SUP00086,153.07,188.14,73.188,0,No,2022-01-23,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000253,Compact Beverage Item 253,Grocery,Snack,Aster,SUP00022,179.86,391.89,72.212,0,No,12/22/2024,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000254,Compact Desk Setup Item 254,Office,Printing,Cobalt,SUP00061,256.11,337.26,36.646,No,0,2021-10-06,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000255,Eco Storage Item 255,Home,Kitchen,Cobalt,SUP00038,205.18,277.93,8.221,No,N,01/16/2026,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000256,Classic Smart Home Item 256,Electronics,Smart Home,Northline,SUP00007,183.29,303.06,37.063,0,Y,07/26/2020,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000257,Essential Organization Item 257,Office,Organization,Aster,SUP00080,10.81,24.19,66.994,0,0,03/06/2025,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000258,Classic Pharmacy Item 258,Health,Pharmacy,Aster,SUP00091,258.37,386.84,16.148,No,N,2022-06-30,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000259,Pro Personal Care Item 259,Health,Medical Supplies,Northline,SUP00072,181.31,324.63,34.387,No,Y,01/28/2025,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000260,Eco Frozen Item 260,Grocery,Frozen,Aster,SUP00101,274.16,588.36,63.356,0,No,03/08/2021,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000261,Classic Smart Home Item 261,Electronics,Smart Home,Aster,SUP00070,281.03,640.78,8.677,0,N,03/12/2020,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000262,Classic Pharmacy Item 262,Health,Wellness,Cobalt,SUP00042,170.59,328.86,67.591,0,0,06/09/2024,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000263,Pro Footwear Item 263,Apparel,Footwear,Cobalt,SUP00068,20.47,33.34,16.348,No,N,2022-07-30,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000264,Classic Snack Item 264,Grocery,Beverage,Nimbus,SUP00018,267.55,512.44,54.716,0,N,2021-06-03,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000265,Classic Beverage Item 265,Grocery,Frozen,Northline,SUP00047,229.09,368.44,11.875,No,0,03/06/2022,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000266,Compact Fitness Item 266,Apparel,Outerwear,Nimbus,SUP00018,151.11,232.78,15.472,N,Y,2026-02-02,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000267,Eco Furniture Item 267,Home,Furniture,Aster,SUP00099,41.45,72.03,4.222,N,0,10/12/2022,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000268,Essential Printing Item 268,Office,Desk Setup,EverPeak,SUP00107,293.05,480.15,61.905,Y,Y,2024-03-17,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000269,Pro Lighting Item 269,Home,Kitchen,Solace,SUP00039,290.28,368.36,66.687,No,N,2024-09-12,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000270,Essential Stationery Item 270,Office,Stationery,EverPeak,SUP00105,30.68,56.32,42.007,N,0,2023-05-26,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000271,Pro Outerwear Item 271,Apparel,Basics,Cobalt,SUP00106,223.00,408.30,34.810,N,No,2021-06-21,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000272,Classic Footwear Item 272,Apparel,Fitness,Solace,SUP00008,253.68,578.27,23.400,Y,No,2026-01-01,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000273,Essential Organization Item 273,Office,Organization,Aster,SUP00066,103.99,200.59,20.208,No,No,2024-12-08,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000274,Pro Desk Setup Item 274,Office,Stationery,Northline,SUP00051,84.98,211.78,40.381,No,No,11/01/2023,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000275,Compact Computing Item 275,Electronics,Audio,EverPeak,SUP00077,,44.86,40.061,0,N,11/07/2025,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000276,Pro Snack Item 276,Grocery,Frozen,Nimbus,SUP00068,196.84,381.74,63.452,N,0,2023-03-15,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000277,Compact Furniture Item 277,Home,Storage,EverPeak,SUP00012,138.96,225.04,15.890,N,No,2020-09-20,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000278,Essential Furniture Item 278,Home,Kitchen,Aster,SUP00101,6.53,16.04,3.611,No,0,2020-10-29,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
